timestamp,dateTimeISO,tempC,tempF,feelslikeF,dewpointF,humidity,pressureMB,pressureIN,windDir,windDirDEG,windSpeedMPH,windGustMPH,precipMM,precipIN,precipRateMM,precipRateIN,pop,visibilityKM,visibilityMI,sky,weather,weatherPrimary,spressureMB,spressureIN,WS
1689256800,2023-07-13T10:00:00-04:00,32.23,90.01,103.15,77.0,66,1016,30.0,ESE,117,4.47,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,59,Partly Cloudy,Partly Cloudy,1015.8,30.0,KHST
1689260400,2023-07-13T11:00:00-04:00,33.1,91.58,104.42,76.35,61,1016,30.0,ESE,117,5.44,7.83,0.0,0.0,0.0,0.0,0,16.0,9.942,58,Partly Cloudy,Partly Cloudy,1015.8,30.0,KHST
1689264000,2023-07-13T12:00:00-04:00,33.3,91.94,104.74,76.23,60,1016,30.0,ESE,107,5.97,8.95,0.17,0.01,0.17,0.01,32,16.0,9.942,64,Chance of Storms,Chance of Storms,1015.8,30.0,KHST
1689267600,2023-07-13T13:00:00-04:00,32.87,91.17,103.69,76.23,62,1016,30.0,ESE,111,7.4,10.65,0.17,0.01,0.17,0.01,35,15.152,9.415,65,Chance of Storms,Chance of Storms,1015.8,30.0,KHST
1689271200,2023-07-13T14:00:00-04:00,32.87,91.17,103.69,76.23,62,1015,29.97,SE,127,8.95,12.46,0.17,0.01,0.17,0.01,43,16.0,9.942,69,Chance of Storms,Chance of Storms,1014.8,29.97,KHST
1689274800,2023-07-13T15:00:00-04:00,33.1,91.58,103.53,75.69,60,1015,29.97,ESE,120,8.52,12.28,0.61,0.02,0.61,0.02,55,16.0,9.942,64,Chance of Storms,Chance of Storms,1014.8,29.97,KHST
1689278400,2023-07-13T16:00:00-04:00,32.53,90.55,102.15,75.69,62,1015,29.97,SE,131,7.83,12.3,0.61,0.02,0.61,0.02,57,16.0,9.942,76,Chance of Storms,Chance of Storms,1014.8,29.97,KHST
1689282000,2023-07-13T17:00:00-04:00,32.7,90.86,101.95,75.2,60,1014,29.94,SE,137,7.83,11.18,0.61,0.02,0.61,0.02,59,16.0,9.942,71,Chance of Storms,Chance of Storms,1013.8,29.94,KHST
1689285600,2023-07-13T18:00:00-04:00,31.34,88.41,97.95,74.61,64,1014,29.94,ESE,107,6.71,10.38,0.61,0.02,0.61,0.02,53,11.343,7.048,75,Chance of Storms,Chance of Storms,1013.8,29.94,KHST
1689289200,2023-07-13T19:00:00-04:00,30.77,87.39,96.55,74.61,66,1014,29.94,ESE,115,6.33,8.95,0.61,0.02,0.61,0.02,51,12.733,7.912,79,Chance of Storms,Chance of Storms,1013.8,29.94,KHST
1689292800,2023-07-13T20:00:00-04:00,30.4,86.72,97.16,76.03,71,1015,29.97,ESE,109,5.59,8.14,0.61,0.02,0.61,0.02,46,14.593,9.068,83,Chance of Storms,Chance of Storms,1014.8,29.97,KHST
1689296400,2023-07-13T21:00:00-04:00,28.89,84.0,92.58,75.69,76,1016,30.0,E,100,4.47,6.71,0.03,0.0,0.03,0.0,27,13.001,8.078,81,Isolated Storms,Isolated Storms,1015.8,30.0,KHST
1689300000,2023-07-13T22:00:00-04:00,28.17,82.71,90.38,75.69,79,1015,29.97,NNE,24,4.47,6.71,0.03,0.0,0.03,0.0,22,16.0,9.942,75,Isolated Storms,Isolated Storms,1014.8,29.97,KHST
1689303600,2023-07-13T23:00:00-04:00,27.63,81.73,88.38,75.33,81,1016,30.0,NE,46,4.47,6.71,0.03,0.0,0.03,0.0,21,16.0,9.942,68,Isolated Storms,Isolated Storms,1015.8,30.0,KHST
1689307200,2023-07-14T00:00:00-04:00,27.2,80.96,86.93,75.33,83,1016,30.0,ENE,65,4.63,7.02,0.03,0.0,0.03,0.0,25,16.0,9.942,56,Isolated Storms,Isolated Storms,1015.8,30.0,KHST
1689310800,2023-07-14T01:00:00-04:00,27.1,80.78,86.64,75.43,84,1015,29.97,ENE,70,5.59,7.83,0.03,0.0,0.03,0.0,25,16.0,9.942,49,Isolated Storms,Isolated Storms,1014.8,29.97,KHST
1689314400,2023-07-14T02:00:00-04:00,26.84,80.31,85.33,74.61,83,1015,29.97,E,87,5.59,7.83,0.03,0.0,0.03,0.0,24,16.0,9.942,48,Isolated Storms,Isolated Storms,1014.8,29.97,KHST
1689318000,2023-07-14T03:00:00-04:00,26.84,80.31,85.33,74.61,83,1014,29.94,E,86,5.59,7.83,0.06,0.0,0.06,0.0,25,16.0,9.942,48,Isolated Storms,Isolated Storms,1013.8,29.94,KHST
1689321600,2023-07-14T04:00:00-04:00,26.7,80.06,84.85,74.61,83,1014,29.94,E,100,5.59,7.83,0.06,0.0,0.06,0.0,26,16.0,9.942,46,Isolated Storms,Isolated Storms,1013.8,29.94,KHST
1689325200,2023-07-14T05:00:00-04:00,26.53,79.75,79.75,74.61,84,1014,29.94,E,100,5.59,8.14,0.06,0.0,0.06,0.0,27,16.0,9.942,44,Isolated Storms,Isolated Storms,1013.8,29.94,KHST
1689328800,2023-07-14T06:00:00-04:00,25.91,78.64,78.64,74.84,88,1014,29.94,ESE,113,5.59,7.83,0.06,0.0,0.06,0.0,29,15.459,9.605,43,Isolated Storms,Isolated Storms,1013.8,29.94,KHST
1689332400,2023-07-14T07:00:00-04:00,26.56,79.81,79.81,75.25,86,1014,29.94,SE,136,4.79,7.83,0.06,0.0,0.06,0.0,29,16.0,9.942,43,Isolated Storms,Isolated Storms,1013.8,29.94,KHST
1689336000,2023-07-14T08:00:00-04:00,27.63,81.73,89.02,76.28,84,1015,29.97,ESE,120,4.79,7.4,0.06,0.0,0.06,0.0,54,16.0,9.942,44,Chance of Storms,Chance of Storms,1014.8,29.97,KHST
1689339600,2023-07-14T09:00:00-04:00,29.77,85.59,96.97,77.41,77,1015,29.97,SE,131,4.79,7.02,0.22,0.01,0.22,0.01,54,16.0,9.942,48,Chance of Storms,Chance of Storms,1014.8,29.97,KHST
1689256800,2023-07-13T10:00:00-04:00,32.69,90.84,104.49,77.13,64,1016,30.0,ESE,120,4.47,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,53,Partly Cloudy,Partly Cloudy,1015.8,30.0,KTMB
1689260400,2023-07-13T11:00:00-04:00,33.8,92.84,105.8,76.12,58,1016,30.0,ESE,120,5.37,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,55,Partly Cloudy,Partly Cloudy,1015.8,30.0,KTMB
1689264000,2023-07-13T12:00:00-04:00,33.8,92.84,104.43,75.09,56,1016,30.0,SE,130,6.49,8.95,0.25,0.01,0.25,0.01,37,16.0,9.942,61,Chance of Storms,Chance of Storms,1015.8,30.0,KTMB
1689267600,2023-07-13T13:00:00-04:00,33.81,92.86,104.46,75.09,56,1015,29.97,ESE,121,6.71,10.04,0.25,0.01,0.25,0.01,42,16.0,9.942,67,Chance of Storms,Chance of Storms,1014.8,29.97,KTMB
1689271200,2023-07-13T14:00:00-04:00,33.31,91.96,103.13,74.98,58,1015,29.97,SE,130,8.81,12.3,0.25,0.01,0.25,0.01,52,16.0,9.942,70,Chance of Storms,Chance of Storms,1014.8,29.97,KTMB
1689274800,2023-07-13T15:00:00-04:00,33.3,91.94,104.42,75.99,60,1015,29.97,SE,132,8.75,12.3,1.62,0.06,1.62,0.06,64,16.0,9.942,70,Scattered Storms,Scattered Storms,1014.8,29.97,KTMB
1689278400,2023-07-13T16:00:00-04:00,32.6,90.68,101.57,75.09,60,1014,29.94,SSE,150,8.95,12.41,1.62,0.06,1.62,0.06,66,16.0,9.942,73,Scattered Storms,Scattered Storms,1013.8,29.94,KTMB
1689282000,2023-07-13T17:00:00-04:00,33.24,91.83,102.72,74.79,58,1014,29.94,SSE,151,7.83,12.21,1.62,0.06,1.62,0.06,68,15.896,9.877,72,Scattered Storms,Scattered Storms,1013.8,29.94,KTMB
1689285600,2023-07-13T18:00:00-04:00,32.06,89.71,99.97,74.84,62,1014,29.94,SSE,162,7.83,11.21,1.62,0.06,1.62,0.06,61,15.371,9.551,81,Chance of Storms,Chance of Storms,1013.8,29.94,KTMB
1689289200,2023-07-13T19:00:00-04:00,31.15,88.07,96.97,74.12,63,1014,29.94,ESE,115,6.49,8.95,1.62,0.06,1.62,0.06,58,16.0,9.942,84,Chance of Storms,Chance of Storms,1013.8,29.94,KTMB
1689292800,2023-07-13T20:00:00-04:00,30.48,86.86,96.22,74.98,68,1015,29.97,ESE,109,5.59,8.95,1.62,0.06,1.62,0.06,47,12.322,7.657,83,Chance of Storms,Chance of Storms,1014.8,29.97,KTMB
1689296400,2023-07-13T21:00:00-04:00,28.77,83.79,92.67,76.19,78,1016,30.0,E,93,5.5,6.73,0.04,0.0,0.04,0.0,29,14.407,8.952,84,Isolated Storms,Isolated Storms,1015.8,30.0,KTMB
1689300000,2023-07-13T22:00:00-04:00,28.4,83.12,91.52,76.19,80,1015,29.97,ENE,78,4.47,6.71,0.04,0.0,0.04,0.0,21,16.0,9.942,73,Isolated Storms,Isolated Storms,1014.8,29.97,KTMB
1689303600,2023-07-13T23:00:00-04:00,27.2,80.96,86.75,74.98,82,1016,30.0,ENE,61,3.36,5.59,0.04,0.0,0.04,0.0,18,16.0,9.942,62,Isolated Storms,Isolated Storms,1015.8,30.0,KTMB
1689307200,2023-07-14T00:00:00-04:00,27.2,80.96,86.75,74.98,82,1016,30.0,ENE,70,3.36,5.59,0.04,0.0,0.04,0.0,22,16.0,9.942,50,Isolated Storms,Isolated Storms,1015.8,30.0,KTMB
1689310800,2023-07-14T01:00:00-04:00,27.2,80.96,87.37,76.1,85,1015,29.97,ENE,58,3.44,6.58,0.04,0.0,0.04,0.0,21,16.0,9.942,42,Isolated Storms,Isolated Storms,1014.8,29.97,KTMB
1689314400,2023-07-14T02:00:00-04:00,26.8,80.24,85.35,74.97,84,1015,29.97,E,80,3.36,5.59,0.04,0.0,0.04,0.0,20,16.0,9.942,35,Isolated Storms,Isolated Storms,1014.8,29.97,KTMB
1689318000,2023-07-14T03:00:00-04:00,26.7,80.06,84.99,74.97,85,1014,29.94,E,80,3.36,5.59,0.0,0.0,0.0,0.0,0,16.0,9.942,35,Partly Cloudy,Partly Cloudy,1013.8,29.94,KTMB
1689321600,2023-07-14T04:00:00-04:00,26.7,80.06,84.99,74.97,85,1014,29.94,E,91,3.36,5.59,0.0,0.0,0.0,0.0,0,16.0,9.942,38,Partly Cloudy,Partly Cloudy,1013.8,29.94,KTMB
1689325200,2023-07-14T05:00:00-04:00,26.7,80.06,85.47,76.1,88,1014,29.94,E,90,3.36,5.59,0.0,0.0,0.0,0.0,0,16.0,9.942,40,Partly Cloudy,Partly Cloudy,1013.8,29.94,KTMB
1689328800,2023-07-14T06:00:00-04:00,25.82,78.48,78.48,74.98,89,1014,29.94,E,89,3.36,5.59,0.0,0.0,0.0,0.0,0,16.0,9.942,39,Partly Cloudy,Partly Cloudy,1013.8,29.94,KTMB
1689332400,2023-07-14T07:00:00-04:00,26.6,79.88,79.88,76.1,88,1015,29.97,E,89,3.36,5.59,0.0,0.0,0.0,0.0,0,16.0,9.942,35,Partly Cloudy,Partly Cloudy,1014.8,29.97,KTMB
1689336000,2023-07-14T08:00:00-04:00,27.7,81.86,89.88,77.13,86,1015,29.97,ESE,107,3.36,5.59,0.0,0.0,0.0,0.0,0,16.0,9.942,31,Mostly Sunny,Mostly Sunny,1014.8,29.97,KTMB
1689339600,2023-07-14T09:00:00-04:00,29.55,85.19,96.09,77.22,77,1016,30.0,ESE,120,3.58,6.69,0.18,0.01,0.18,0.01,54,16.0,9.942,33,Chance of Storms,Chance of Storms,1015.8,30.0,KTMB
1689256800,2023-07-13T10:00:00-04:00,32.08,89.74,104.3,78.08,69,1016,30.0,SE,140,4.47,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,56,Partly Cloudy,Partly Cloudy,1015.9,30.0,KMIA
1689260400,2023-07-13T11:00:00-04:00,33.47,92.25,105.83,76.71,61,1016,30.0,SE,143,4.83,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,62,Partly Cloudy,Partly Cloudy,1015.9,30.0,KMIA
1689264000,2023-07-13T12:00:00-04:00,33.8,92.84,105.78,76.1,58,1016,30.0,SE,133,5.59,8.95,0.19,0.01,0.19,0.01,32,16.0,9.942,66,Chance of Storms,Chance of Storms,1015.9,30.0,KMIA
1689267600,2023-07-13T13:00:00-04:00,33.8,92.84,105.78,76.1,58,1016,30.0,SE,140,7.83,10.71,0.19,0.01,0.19,0.01,35,15.482,9.62,71,Chance of Storms,Chance of Storms,1015.9,30.0,KMIA
1689271200,2023-07-13T14:00:00-04:00,33.8,92.84,107.05,77.0,60,1015,29.97,SE,130,8.95,12.41,0.19,0.01,0.19,0.01,44,16.0,9.942,69,Chance of Storms,Chance of Storms,1014.9,29.97,KMIA
1689274800,2023-07-13T15:00:00-04:00,32.65,90.77,104.21,77.0,64,1015,29.97,SE,140,10.07,13.49,0.8,0.03,0.8,0.03,56,16.0,9.942,73,Chance of Storms,Chance of Storms,1014.9,29.97,KMIA
1689278400,2023-07-13T16:00:00-04:00,32.2,89.96,102.65,76.69,65,1015,29.97,SE,137,8.95,13.42,0.8,0.03,0.8,0.03,58,16.0,9.942,68,Chance of Storms,Chance of Storms,1014.9,29.97,KMIA
1689282000,2023-07-13T17:00:00-04:00,32.7,90.86,103.17,76.15,62,1014,29.94,SE,140,8.95,13.42,0.8,0.03,0.8,0.03,57,16.0,9.942,78,Chance of Storms,Chance of Storms,1013.9,29.94,KMIA
1689285600,2023-07-13T18:00:00-04:00,31.7,89.06,99.24,74.97,63,1013,29.91,SSE,160,8.3,12.68,0.8,0.03,0.8,0.03,51,16.0,9.942,80,Chance of Storms,Chance of Storms,1012.9,29.91,KMIA
1689289200,2023-07-13T19:00:00-04:00,30.6,87.08,95.63,74.12,66,1014,29.94,ESE,110,6.71,10.07,0.8,0.03,0.8,0.03,49,15.149,9.413,82,Chance of Storms,Chance of Storms,1013.9,29.94,KMIA
1689292800,2023-07-13T20:00:00-04:00,30.6,87.08,97.73,76.06,70,1015,29.97,ESE,117,5.59,8.95,0.8,0.03,0.8,0.03,42,10.568,6.566,87,Chance of Storms,Chance of Storms,1014.9,29.97,KMIA
1689296400,2023-07-13T21:00:00-04:00,28.8,83.84,92.68,76.1,78,1016,30.0,SE,136,5.59,8.95,0.04,0.0,0.04,0.0,27,15.467,9.61,81,Isolated Storms,Isolated Storms,1015.9,30.0,KMIA
1689300000,2023-07-13T22:00:00-04:00,28.4,83.12,91.41,76.06,79,1016,30.0,ESE,111,4.52,7.18,0.04,0.0,0.04,0.0,21,16.0,9.942,68,Isolated Storms,Isolated Storms,1015.9,30.0,KMIA
1689303600,2023-07-13T23:00:00-04:00,28.4,83.12,90.42,74.84,76,1016,30.0,ENE,77,4.47,6.71,0.04,0.0,0.04,0.0,18,16.0,9.942,58,Isolated Storms,Isolated Storms,1015.9,30.0,KMIA
1689307200,2023-07-14T00:00:00-04:00,27.7,81.86,88.29,74.84,79,1016,30.0,E,81,4.12,6.71,0.04,0.0,0.04,0.0,21,16.0,9.942,44,Isolated Storms,Isolated Storms,1015.9,30.0,KMIA
1689310800,2023-07-14T01:00:00-04:00,27.7,81.86,88.29,74.84,79,1015,29.97,E,90,4.12,5.7,0.04,0.0,0.04,0.0,19,16.0,9.942,40,Isolated Storms,Isolated Storms,1014.9,29.97,KMIA
1689314400,2023-07-14T02:00:00-04:00,27.37,81.27,87.23,74.84,81,1015,29.97,E,81,3.47,5.66,0.04,0.0,0.04,0.0,18,16.0,9.942,37,Isolated Storms,Isolated Storms,1014.9,29.97,KMIA
1689318000,2023-07-14T03:00:00-04:00,27.37,81.27,87.66,75.58,83,1014,29.94,E,97,4.47,5.7,0.24,0.01,0.24,0.01,20,16.0,9.942,36,Isolated Storms,Isolated Storms,1013.9,29.94,KMIA
1689321600,2023-07-14T04:00:00-04:00,27.2,80.96,87.12,75.67,84,1014,29.94,E,100,4.54,6.78,0.24,0.01,0.24,0.01,22,16.0,9.942,38,Isolated Storms,Isolated Storms,1013.9,29.94,KMIA
1689325200,2023-07-14T05:00:00-04:00,27.2,80.96,87.37,76.1,85,1014,29.94,ESE,110,4.12,6.78,0.24,0.01,0.24,0.01,24,16.0,9.942,39,Isolated Storms,Isolated Storms,1013.9,29.94,KMIA
1689328800,2023-07-14T06:00:00-04:00,27.2,80.96,87.37,76.1,85,1014,29.94,ESE,110,4.12,6.71,0.24,0.01,0.24,0.01,26,16.0,9.942,38,Isolated Storms,Isolated Storms,1013.9,29.94,KMIA
1689332400,2023-07-14T07:00:00-04:00,26.7,80.06,85.47,76.1,88,1015,29.97,E,100,4.12,5.66,0.24,0.01,0.24,0.01,26,16.0,9.942,35,Isolated Storms,Isolated Storms,1014.9,29.97,KMIA
1689336000,2023-07-14T08:00:00-04:00,28.4,83.12,92.23,77.0,82,1015,29.97,ESE,120,4.47,6.82,0.24,0.01,0.24,0.01,44,16.0,9.942,33,Chance of Storms,Chance of Storms,1014.9,29.97,KMIA
1689339600,2023-07-14T09:00:00-04:00,29.71,85.48,97.58,78.08,79,1016,30.0,SE,136,4.83,6.82,0.04,0.0,0.04,0.0,44,16.0,9.942,35,Chance of Storms,Chance of Storms,1015.9,30.0,KMIA
1689256800,2023-07-13T10:00:00-04:00,32.32,90.18,103.37,77.0,65,1016,30.0,SSE,150,4.21,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,55,Partly Cloudy,Partly Cloudy,1015.8,30.0,KOPF
1689260400,2023-07-13T11:00:00-04:00,33.42,92.16,103.21,74.84,57,1016,30.0,SE,142,4.47,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,60,Partly Cloudy,Partly Cloudy,1015.8,30.0,KOPF
1689264000,2023-07-13T12:00:00-04:00,33.79,92.82,103.75,74.57,56,1016,30.0,SE,142,5.59,8.81,0.5,0.02,0.5,0.02,34,16.0,9.942,63,Chance of Storms,Chance of Storms,1015.8,30.0,KOPF
1689267600,2023-07-13T13:00:00-04:00,33.7,92.66,104.13,75.04,57,1015,29.97,SE,132,6.71,10.07,0.5,0.02,0.5,0.02,39,16.0,9.942,71,Chance of Storms,Chance of Storms,1014.8,29.97,KOPF
1689271200,2023-07-13T14:00:00-04:00,33.97,93.15,104.51,74.84,55,1015,29.97,ESE,120,8.25,12.3,0.5,0.02,0.5,0.02,48,16.0,9.942,74,Chance of Storms,Chance of Storms,1014.8,29.97,KOPF
1689274800,2023-07-13T15:00:00-04:00,32.77,90.99,102.66,75.63,61,1015,29.97,SE,125,9.37,13.42,1.33,0.05,1.33,0.05,59,16.0,9.942,74,Chance of Storms,Chance of Storms,1014.8,29.97,KOPF
1689278400,2023-07-13T16:00:00-04:00,32.51,90.52,101.49,75.2,61,1015,29.97,SE,132,9.37,13.42,1.33,0.05,1.33,0.05,60,16.0,9.942,72,Chance of Storms,Chance of Storms,1014.8,29.97,KOPF
1689282000,2023-07-13T17:00:00-04:00,33.08,91.54,102.41,74.84,58,1014,29.94,SE,140,9.37,13.42,1.33,0.05,1.33,0.05,57,16.0,9.942,72,Chance of Storms,Chance of Storms,1013.8,29.94,KOPF
1689285600,2023-07-13T18:00:00-04:00,31.51,88.72,98.33,74.57,63,1013,29.91,SSE,165,9.37,13.42,1.33,0.05,1.33,0.05,52,16.0,9.942,79,Chance of Storms,Chance of Storms,1012.8,29.91,KOPF
1689289200,2023-07-13T19:00:00-04:00,30.9,87.62,96.36,74.12,64,1014,29.94,SSW,198,8.25,12.17,1.33,0.05,1.33,0.05,50,15.896,9.877,83,Chance of Storms,Chance of Storms,1013.8,29.94,KOPF
1689292800,2023-07-13T20:00:00-04:00,29.94,85.89,94.41,74.57,69,1015,29.97,E,101,7.14,9.08,1.33,0.05,1.33,0.05,43,13.96,8.674,87,Chance of Storms,Chance of Storms,1014.8,29.97,KOPF
1689296400,2023-07-13T21:00:00-04:00,28.45,83.21,90.36,74.57,75,1016,30.0,S,180,5.59,8.95,0.11,0.0,0.11,0.0,27,16.0,9.942,77,Isolated Storms,Isolated Storms,1015.8,30.0,KOPF
1689300000,2023-07-13T22:00:00-04:00,28.05,82.49,89.64,75.2,79,1016,30.0,ESE,104,4.9,7.14,0.11,0.0,0.11,0.0,21,16.0,9.942,69,Isolated Storms,Isolated Storms,1015.8,30.0,KOPF
1689303600,2023-07-13T23:00:00-04:00,27.45,81.41,87.34,74.57,80,1016,30.0,E,93,4.47,6.71,0.11,0.0,0.11,0.0,17,16.0,9.942,54,Isolated Showers,Isolated Showers,1015.8,30.0,KOPF
1689307200,2023-07-14T00:00:00-04:00,27.2,80.96,86.53,74.57,81,1016,30.0,ESE,115,4.47,6.29,0.11,0.0,0.11,0.0,19,16.0,9.942,42,Isolated Storms,Isolated Storms,1015.8,30.0,KOPF
1689310800,2023-07-14T01:00:00-04:00,27.45,81.41,87.34,74.57,80,1015,29.97,SSW,201,3.36,5.32,0.11,0.0,0.11,0.0,17,16.0,9.942,37,Isolated Showers,Isolated Showers,1014.8,29.97,KOPF
1689314400,2023-07-14T02:00:00-04:00,27.01,80.62,85.9,74.57,82,1015,29.97,ENE,70,2.66,4.34,0.0,0.0,0.0,0.0,0,16.0,9.942,34,Partly Cloudy,Partly Cloudy,1014.8,29.97,KOPF
1689318000,2023-07-14T03:00:00-04:00,26.82,80.28,85.37,74.84,84,1014,29.94,E,100,3.36,4.9,0.21,0.01,0.21,0.01,17,16.0,9.942,32,Isolated Showers,Isolated Showers,1013.8,29.94,KOPF
1689321600,2023-07-14T04:00:00-04:00,26.76,80.17,85.04,74.57,83,1014,29.94,ESE,109,3.36,5.59,0.21,0.01,0.21,0.01,19,16.0,9.942,32,Isolated Storms,Isolated Storms,1013.8,29.94,KOPF
1689325200,2023-07-14T05:00:00-04:00,26.45,79.61,79.61,75.63,88,1014,29.94,ESE,120,3.36,5.59,0.21,0.01,0.21,0.01,21,16.0,9.942,30,Isolated Storms,Isolated Storms,1013.8,29.94,KOPF
1689328800,2023-07-14T06:00:00-04:00,26.76,80.17,85.16,74.84,84,1014,29.94,ESE,114,3.36,5.59,0.21,0.01,0.21,0.01,23,14.313,8.894,25,Isolated Storms,Isolated Storms,1013.8,29.94,KOPF
1689332400,2023-07-14T07:00:00-04:00,26.51,79.72,79.72,76.1,89,1015,29.97,E,98,3.09,4.47,0.21,0.01,0.21,0.01,23,16.0,9.942,20,Isolated Storms,Isolated Storms,1014.8,29.97,KOPF
1689336000,2023-07-14T08:00:00-04:00,27.7,81.86,89.78,77.0,85,1015,29.97,ESE,108,3.36,5.59,0.21,0.01,0.21,0.01,43,16.0,9.942,20,Isolated Storms,Isolated Storms,1014.8,29.97,KOPF
1689339600,2023-07-14T09:00:00-04:00,29.75,85.55,96.91,77.41,77,1016,30.0,SE,128,4.47,6.71,0.04,0.0,0.04,0.0,43,16.0,9.942,26,Isolated Storms,Isolated Storms,1015.8,30.0,KOPF
1689256800,2023-07-13T10:00:00-04:00,32.35,90.23,103.45,77.0,65,1016,30.0,SSE,151,4.12,6.13,0.0,0.0,0.0,0.0,0,16.0,9.942,56,Partly Cloudy,Partly Cloudy,1015.8,30.0,KHWO
1689260400,2023-07-13T11:00:00-04:00,33.16,91.69,102.6,74.84,58,1016,30.0,SSE,150,4.47,6.71,0.0,0.0,0.0,0.0,0,16.0,9.942,60,Partly Cloudy,Partly Cloudy,1015.8,30.0,KHWO
1689264000,2023-07-13T12:00:00-04:00,33.94,93.09,104.44,74.84,56,1016,30.0,SSE,153,5.59,8.95,0.33,0.01,0.33,0.01,33,16.0,9.942,65,Chance of Storms,Chance of Storms,1015.8,30.0,KHWO
1689267600,2023-07-13T13:00:00-04:00,33.7,92.66,103.79,74.77,56,1015,29.97,SE,131,7.25,10.07,0.33,0.01,0.33,0.01,37,16.0,9.942,71,Chance of Storms,Chance of Storms,1014.8,29.97,KHWO
1689271200,2023-07-13T14:00:00-04:00,33.59,92.46,103.96,75.11,57,1015,29.97,ESE,112,8.37,12.19,0.33,0.01,0.33,0.01,46,16.0,9.942,77,Chance of Storms,Chance of Storms,1014.8,29.97,KHWO
1689274800,2023-07-13T15:00:00-04:00,32.7,90.86,101.5,74.84,60,1015,29.97,ESE,120,9.48,13.42,1.07,0.04,1.07,0.04,57,16.0,9.942,72,Chance of Storms,Chance of Storms,1014.8,29.97,KHWO
1689278400,2023-07-13T16:00:00-04:00,32.7,90.86,101.84,75.11,60,1014,29.94,SE,130,9.48,13.2,1.07,0.04,1.07,0.04,57,16.0,9.942,70,Chance of Storms,Chance of Storms,1013.8,29.94,KHWO
1689282000,2023-07-13T17:00:00-04:00,33.17,91.71,102.96,75.11,59,1014,29.94,SE,140,9.48,13.42,1.07,0.04,1.07,0.04,55,16.0,9.942,74,Chance of Storms,Chance of Storms,1013.8,29.94,KHWO
1689285600,2023-07-13T18:00:00-04:00,31.59,88.86,98.44,74.5,63,1013,29.91,S,186,9.48,13.42,1.07,0.04,1.07,0.04,50,16.0,9.942,77,Chance of Storms,Chance of Storms,1012.8,29.91,KHWO
1689289200,2023-07-13T19:00:00-04:00,30.54,86.97,95.48,74.12,66,1014,29.94,S,190,8.37,12.3,1.07,0.04,1.07,0.04,48,16.0,9.942,83,Chance of Storms,Chance of Storms,1013.8,29.94,KHWO
1689292800,2023-07-13T20:00:00-04:00,29.43,84.97,93.32,74.84,72,1015,29.97,ESE,116,6.71,10.07,1.07,0.04,1.07,0.04,39,15.602,9.695,86,Chance of Storms,Chance of Storms,1014.8,29.97,KHWO
1689296400,2023-07-13T21:00:00-04:00,27.85,82.13,88.76,74.84,79,1016,30.0,S,178,5.59,8.95,0.09,0.0,0.09,0.0,25,16.0,9.942,72,Isolated Storms,Isolated Storms,1015.8,30.0,KHWO
1689300000,2023-07-13T22:00:00-04:00,27.7,81.86,88.29,74.84,79,1016,30.0,SSE,168,4.72,7.49,0.09,0.0,0.09,0.0,19,16.0,9.942,66,Isolated Storms,Isolated Storms,1015.8,30.0,KHWO
1689303600,2023-07-13T23:00:00-04:00,27.2,80.96,86.67,74.84,82,1016,30.0,ESE,113,4.14,5.59,0.09,0.0,0.09,0.0,16,16.0,9.942,49,Isolated Showers,Isolated Showers,1015.8,30.0,KHWO
1689307200,2023-07-14T00:00:00-04:00,27.2,80.96,86.67,74.84,82,1016,30.0,ESE,106,3.83,5.59,0.09,0.0,0.09,0.0,18,16.0,9.942,43,Isolated Storms,Isolated Storms,1015.8,30.0,KHWO
1689310800,2023-07-14T01:00:00-04:00,27.2,80.96,86.67,74.84,82,1015,29.97,SSE,164,3.36,6.38,0.09,0.0,0.09,0.0,16,16.0,9.942,38,Isolated Showers,Isolated Showers,1014.8,29.97,KHWO
1689314400,2023-07-14T02:00:00-04:00,26.96,80.53,86.15,75.45,85,1015,29.97,E,95,3.02,4.68,0.09,0.0,0.09,0.0,14,16.0,9.942,35,Isolated Showers,Isolated Showers,1014.8,29.97,KHWO
1689318000,2023-07-14T03:00:00-04:00,26.81,80.26,85.6,75.45,85,1014,29.94,E,93,3.36,5.37,0.06,0.0,0.06,0.0,16,16.0,9.942,32,Isolated Showers,Isolated Showers,1013.8,29.94,KHWO
1689321600,2023-07-14T04:00:00-04:00,26.7,80.06,85.19,75.45,86,1014,29.94,ESE,120,3.36,4.47,0.06,0.0,0.06,0.0,18,16.0,9.942,30,Isolated Storms,Isolated Storms,1013.8,29.94,KHWO
1689325200,2023-07-14T05:00:00-04:00,26.7,80.06,85.19,75.45,86,1014,29.94,SE,127,3.36,5.59,0.06,0.0,0.06,0.0,21,16.0,9.942,28,Isolated Storms,Isolated Storms,1013.8,29.94,KHWO
1689328800,2023-07-14T06:00:00-04:00,26.17,79.11,79.11,74.84,87,1014,29.94,ESE,122,3.36,5.48,0.06,0.0,0.06,0.0,22,14.02,8.712,26,Isolated Storms,Isolated Storms,1013.8,29.94,KHWO
