date,hour,temperature (F),dew point (F),heat index (F),surface wind (mph),wind dir,gust,sky cover (%),precip potential (%),rel humidity (%),rain,thunder,time_scraped_est_edt,WS
13/07/2023,12,88,78,102,7,SW,,67,77,72,Ocnl,Ocnl,13-07-2023 10:06,KPNS
13/07/2023,13,89,78,103,7,SW,,66,70,70,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,14,88,78,102,7,SW,,70,70,72,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,15,86,77,97,7,SW,,75,70,75,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,16,86,77,97,7,SW,,79,70,75,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,17,86,77,97,7,SW,,82,70,75,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,18,86,77,97,7,SW,,84,70,75,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,19,85,77,96,7,SW,,87,23,77,SChc,SChc,13-07-2023 10:06,KPNS
13/07/2023,20,83,77,92,6,SW,,84,23,82,SChc,SChc,13-07-2023 10:06,KPNS
13/07/2023,21,82,76,89,6,SW,,81,23,82,SChc,SChc,13-07-2023 10:06,KPNS
13/07/2023,22,80,76,86,5,SW,,79,23,88,SChc,SChc,13-07-2023 10:06,KPNS
13/07/2023,23,80,76,86,5,SW,,77,23,88,SChc,SChc,13-07-2023 10:06,KPNS
14/07/2023,00,79,76,79,5,SW,,76,23,91,SChc,SChc,13-07-2023 10:06,KPNS
14/07/2023,01,79,76,79,6,SW,,75,45,91,Chc,Chc,13-07-2023 10:06,KPNS
14/07/2023,02,79,76,79,5,SW,,75,45,91,Chc,Chc,13-07-2023 10:06,KPNS
14/07/2023,03,79,76,79,5,SW,,75,45,91,Chc,Chc,13-07-2023 10:06,KPNS
14/07/2023,04,77,76,77,5,SW,,75,45,97,Chc,Chc,13-07-2023 10:06,KPNS
14/07/2023,05,77,76,77,5,SW,,73,45,97,Chc,Chc,13-07-2023 10:06,KPNS
14/07/2023,06,77,77,77,5,W,,71,45,100,Chc,Chc,13-07-2023 10:06,KPNS
14/07/2023,07,78,77,78,3,W,,69,67,97,Lkly,Lkly,13-07-2023 10:06,KPNS
14/07/2023,08,81,77,88,5,W,,74,67,88,Lkly,Lkly,13-07-2023 10:06,KPNS
14/07/2023,09,84,78,95,5,W,,80,67,82,Lkly,Lkly,13-07-2023 10:06,KPNS
14/07/2023,10,86,78,98,6,W,,85,67,77,Lkly,Lkly,13-07-2023 10:06,KPNS
14/07/2023,11,89,78,103,7,W,,84,67,70,Lkly,Lkly,13-07-2023 10:06,KPNS
14/07/2023,12,90,78,105,8,SW,,83,67,68,Lkly,Lkly,13-07-2023 10:06,KPNS
14/07/2023,13,89,78,103,9,SW,,82,82,70,Ocnl,Ocnl,13-07-2023 10:06,KPNS
14/07/2023,14,87,78,100,9,SW,,82,82,75,Ocnl,Ocnl,13-07-2023 10:06,KPNS
14/07/2023,15,85,77,96,8,SW,,82,82,77,Ocnl,Ocnl,13-07-2023 10:06,KPNS
14/07/2023,16,84,77,94,8,S,,82,82,80,Ocnl,Ocnl,13-07-2023 10:06,KPNS
14/07/2023,17,84,77,94,8,SW,,82,82,80,Ocnl,Ocnl,13-07-2023 10:06,KPNS
14/07/2023,18,84,77,94,8,SW,,82,82,80,Ocnl,Ocnl,13-07-2023 10:06,KPNS
14/07/2023,19,86,76,96,7,SW,,69,18,72,SChc,SChc,13-07-2023 10:06,KPNS
14/07/2023,20,85,76,94,7,SW,,71,18,75,SChc,SChc,13-07-2023 10:06,KPNS
14/07/2023,21,83,75,90,6,SW,,73,18,77,SChc,SChc,13-07-2023 10:06,KPNS
14/07/2023,22,81,75,87,6,SW,,75,18,82,SChc,SChc,13-07-2023 10:06,KPNS
14/07/2023,23,80,75,85,6,SW,,73,18,85,SChc,SChc,13-07-2023 10:06,KPNS
15/07/2023,00,79,75,79,6,SW,,72,18,88,SChc,SChc,13-07-2023 10:06,KPNS
15/07/2023,01,79,75,79,6,SW,,70,25,88,Chc,Chc,13-07-2023 10:06,KPNS
15/07/2023,02,79,75,79,6,SW,,68,25,88,Chc,Chc,13-07-2023 10:06,KPNS
15/07/2023,03,79,75,79,6,SW,,67,25,88,Chc,Chc,13-07-2023 10:06,KPNS
15/07/2023,04,79,75,79,6,SW,,65,25,88,Chc,Chc,13-07-2023 10:06,KPNS
15/07/2023,05,78,75,78,6,SW,,60,25,91,Chc,Chc,13-07-2023 10:06,KPNS
15/07/2023,06,78,76,78,5,W,,55,25,94,Chc,Chc,13-07-2023 10:06,KPNS
15/07/2023,07,79,76,79,5,W,,50,56,91,Lkly,Lkly,13-07-2023 10:06,KPNS
15/07/2023,08,81,76,87,5,W,,50,56,85,Lkly,Lkly,13-07-2023 10:06,KPNS
13/07/2023,09,86,75,95,6,W,,59,78,70,Ocnl,Ocnl,13-07-2023 10:06,KVPS
13/07/2023,10,88,75,98,6,W,,62,78,66,Ocnl,Ocnl,13-07-2023 10:06,KVPS
13/07/2023,11,88,75,98,7,W,,67,78,66,Ocnl,Ocnl,13-07-2023 10:06,KVPS
13/07/2023,12,88,76,99,8,SW,,73,78,68,Ocnl,Ocnl,13-07-2023 10:06,KVPS
13/07/2023,13,89,76,100,9,SW,,78,63,66,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,14,89,76,100,9,SW,,81,63,66,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,15,87,76,98,9,SW,,84,63,70,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,16,87,76,98,9,SW,,88,63,70,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,17,86,76,96,9,SW,,83,63,72,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,18,84,75,92,8,SW,,79,63,74,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,19,83,75,90,7,SW,,75,16,77,SChc,SChc,13-07-2023 10:06,KVPS
13/07/2023,20,81,75,87,6,SW,,75,16,82,SChc,SChc,13-07-2023 10:06,KVPS
13/07/2023,21,79,75,79,5,SW,,75,16,88,SChc,SChc,13-07-2023 10:06,KVPS
13/07/2023,22,79,75,79,5,W,,76,16,88,SChc,SChc,13-07-2023 10:06,KVPS
13/07/2023,23,78,75,78,3,SW,,75,16,91,SChc,SChc,13-07-2023 10:06,KVPS
14/07/2023,00,79,75,79,5,SW,,74,16,88,SChc,SChc,13-07-2023 10:06,KVPS
14/07/2023,01,78,75,78,5,SW,,74,40,91,Chc,Chc,13-07-2023 10:06,KVPS
14/07/2023,02,78,75,78,5,SW,,74,40,91,Chc,Chc,13-07-2023 10:06,KVPS
14/07/2023,03,76,75,76,5,W,,74,40,97,Chc,Chc,13-07-2023 10:06,KVPS
14/07/2023,04,76,75,76,5,W,,74,40,97,Chc,Chc,13-07-2023 10:06,KVPS
14/07/2023,05,76,75,76,5,W,,74,40,97,Chc,Chc,13-07-2023 10:06,KVPS
14/07/2023,06,76,76,76,5,W,,74,40,100,Chc,Chc,13-07-2023 10:06,KVPS
14/07/2023,07,78,76,78,5,W,,74,68,94,Lkly,Lkly,13-07-2023 10:06,KVPS
14/07/2023,08,81,76,87,5,W,,78,68,85,Lkly,Lkly,13-07-2023 10:06,KVPS
14/07/2023,09,84,75,92,5,W,,82,68,74,Lkly,Lkly,13-07-2023 10:06,KVPS
14/07/2023,10,87,75,96,6,W,,86,68,68,Lkly,Lkly,13-07-2023 10:06,KVPS
14/07/2023,11,87,75,96,7,W,,88,68,68,Lkly,Lkly,13-07-2023 10:06,KVPS
14/07/2023,12,88,76,99,9,SW,,89,68,68,Lkly,Lkly,13-07-2023 10:06,KVPS
14/07/2023,13,89,76,100,10,SW,,91,81,66,Ocnl,Ocnl,13-07-2023 10:06,KVPS
14/07/2023,14,89,76,100,10,SW,,87,81,66,Ocnl,Ocnl,13-07-2023 10:06,KVPS
14/07/2023,15,87,76,98,10,SW,,83,81,70,Ocnl,Ocnl,13-07-2023 10:06,KVPS
14/07/2023,16,86,76,96,9,SW,,80,81,72,Ocnl,Ocnl,13-07-2023 10:06,KVPS
14/07/2023,17,85,76,94,8,SW,,83,81,75,Ocnl,Ocnl,13-07-2023 10:06,KVPS
14/07/2023,18,84,75,92,8,SW,,86,81,74,Ocnl,Ocnl,13-07-2023 10:06,KVPS
14/07/2023,19,83,73,89,8,SW,,67,19,72,SChc,SChc,13-07-2023 10:06,KVPS
14/07/2023,20,82,73,87,7,SW,,70,19,74,SChc,SChc,13-07-2023 10:06,KVPS
14/07/2023,21,81,74,86,6,W,,72,19,79,SChc,SChc,13-07-2023 10:06,KVPS
14/07/2023,22,80,74,84,6,W,,75,19,82,SChc,SChc,13-07-2023 10:06,KVPS
14/07/2023,23,78,74,78,6,SW,,67,19,88,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,00,77,73,77,6,SW,,60,19,87,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,01,76,73,76,6,SW,,52,24,90,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,02,76,74,76,6,SW,,51,24,94,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,03,76,74,76,6,SW,,49,24,94,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,04,76,75,76,6,SW,,48,24,97,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,05,76,75,76,6,SW,,52,24,97,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,06,76,74,76,6,W,,56,24,94,SChc,SChc,13-07-2023 10:06,KVPS
15/07/2023,07,78,74,78,6,W,,60,58,88,Lkly,Lkly,13-07-2023 10:06,KVPS
15/07/2023,08,80,74,84,6,W,,58,58,82,Lkly,Lkly,13-07-2023 10:06,KVPS
13/07/2023,10,87,77,99,7,W,,23,4,72,--,--,13-07-2023 10:06,KJAX
13/07/2023,11,91,76,103,7,W,,29,7,62,--,--,13-07-2023 10:06,KJAX
13/07/2023,12,93,76,106,7,W,,36,14,58,--,--,13-07-2023 10:06,KJAX
13/07/2023,13,94,75,106,8,W,,49,24,54,SChc,SChc,13-07-2023 10:06,KJAX
13/07/2023,14,94,75,106,8,SW,,56,29,54,Chc,Chc,13-07-2023 10:06,KJAX
13/07/2023,15,94,75,106,8,S,,61,43,54,Chc,Chc,13-07-2023 10:06,KJAX
13/07/2023,16,92,76,105,9,S,,67,54,60,Chc,Chc,13-07-2023 10:06,KJAX
13/07/2023,17,92,76,105,10,SE,,70,55,60,Lkly,Lkly,13-07-2023 10:06,KJAX
13/07/2023,18,90,76,102,9,SE,,68,47,64,Chc,Chc,13-07-2023 10:06,KJAX
13/07/2023,19,88,76,99,9,S,,65,39,68,Chc,Chc,13-07-2023 10:06,KJAX
13/07/2023,20,85,76,95,7,S,,65,28,75,Chc,Chc,13-07-2023 10:06,KJAX
13/07/2023,21,82,76,89,6,S,,63,20,82,SChc,SChc,13-07-2023 10:06,KJAX
13/07/2023,22,81,76,87,5,S,,60,13,85,--,--,13-07-2023 10:06,KJAX
13/07/2023,23,81,76,87,5,S,,57,11,85,--,--,13-07-2023 10:06,KJAX
14/07/2023,00,79,76,79,5,S,,52,11,91,--,--,13-07-2023 10:06,KJAX
14/07/2023,01,78,76,78,3,S,,49,12,94,--,--,13-07-2023 10:06,KJAX
14/07/2023,02,77,75,77,3,SW,,50,12,94,--,--,13-07-2023 10:06,KJAX
14/07/2023,03,77,75,77,3,SW,,46,4,94,--,--,13-07-2023 10:06,KJAX
14/07/2023,04,76,75,76,3,SW,,45,3,97,--,--,13-07-2023 10:06,KJAX
14/07/2023,05,75,75,75,2,SW,,45,2,100,--,--,13-07-2023 10:06,KJAX
14/07/2023,06,75,75,75,2,SW,,47,2,100,--,--,13-07-2023 10:06,KJAX
14/07/2023,07,75,75,75,3,SW,,44,3,100,--,--,13-07-2023 10:06,KJAX
14/07/2023,08,77,75,77,3,SW,,39,22,94,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,09,83,76,91,5,W,,36,22,80,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,10,87,76,98,6,W,,35,22,70,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,11,91,76,103,7,SW,,40,22,62,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,12,93,75,105,7,SW,,44,37,56,Chc,Chc,13-07-2023 10:06,KJAX
14/07/2023,13,94,75,106,7,SW,,54,51,54,Chc,Chc,13-07-2023 10:06,KJAX
14/07/2023,14,94,75,106,8,SW,,66,66,54,Lkly,Lkly,13-07-2023 10:06,KJAX
14/07/2023,15,94,75,106,9,S,,70,66,54,Lkly,Lkly,13-07-2023 10:06,KJAX
14/07/2023,16,92,75,103,9,S,,71,66,58,Lkly,Lkly,13-07-2023 10:06,KJAX
14/07/2023,17,92,76,105,9,S,,72,66,60,Lkly,Lkly,13-07-2023 10:06,KJAX
14/07/2023,18,90,76,102,9,S,,74,50,64,Chc,Chc,13-07-2023 10:06,KJAX
14/07/2023,19,88,76,99,9,S,,77,35,68,Chc,Chc,13-07-2023 10:06,KJAX
14/07/2023,20,85,76,95,7,S,,85,19,75,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,21,83,76,91,6,S,,85,19,80,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,22,82,76,89,6,S,,85,19,82,SChc,SChc,13-07-2023 10:06,KJAX
14/07/2023,23,81,76,87,6,S,,85,19,85,SChc,SChc,13-07-2023 10:06,KJAX
15/07/2023,00,80,76,86,6,S,,85,19,88,SChc,SChc,13-07-2023 10:06,KJAX
15/07/2023,01,80,76,86,6,SW,,85,19,88,SChc,SChc,13-07-2023 10:06,KJAX
15/07/2023,02,79,76,79,6,SW,,70,2,91,--,--,13-07-2023 10:06,KJAX
15/07/2023,03,78,76,78,5,SW,,70,2,94,--,--,13-07-2023 10:06,KJAX
15/07/2023,04,77,75,77,5,SW,,70,2,94,--,--,13-07-2023 10:06,KJAX
15/07/2023,05,76,75,76,5,SW,,70,2,97,--,--,13-07-2023 10:06,KJAX
15/07/2023,06,76,75,76,5,SW,,70,2,97,--,--,13-07-2023 10:06,KJAX
15/07/2023,07,76,76,76,5,SW,,70,2,100,--,--,13-07-2023 10:06,KJAX
15/07/2023,08,78,76,78,6,SW,,39,19,94,SChc,SChc,13-07-2023 10:06,KJAX
15/07/2023,09,82,76,89,6,SW,,39,19,82,SChc,SChc,13-07-2023 10:06,KJAX
13/07/2023,10,87,78,100,7,W,,24,7,75,--,--,13-07-2023 10:06,KFHB
13/07/2023,11,89,78,103,7,W,,29,7,70,--,--,13-07-2023 10:06,KFHB
13/07/2023,12,90,78,106,7,SW,,32,11,66,--,--,13-07-2023 10:06,KFHB
13/07/2023,13,90,78,106,8,S,,42,18,66,SChc,SChc,13-07-2023 10:06,KFHB
13/07/2023,14,89,78,103,10,SE,,50,24,70,SChc,SChc,13-07-2023 10:06,KFHB
13/07/2023,15,88,78,101,11,SE,,52,37,72,Chc,Chc,13-07-2023 10:06,KFHB
13/07/2023,16,87,78,100,13,SE,,58,44,75,Chc,Chc,13-07-2023 10:06,KFHB
13/07/2023,17,88,78,101,13,SE,,63,41,72,Chc,Chc,13-07-2023 10:06,KFHB
13/07/2023,18,88,78,101,13,SE,,61,31,72,Chc,Chc,13-07-2023 10:06,KFHB
13/07/2023,19,86,78,98,11,S,,59,29,77,Chc,Chc,13-07-2023 10:06,KFHB
13/07/2023,20,85,78,97,10,S,,63,22,80,SChc,SChc,13-07-2023 10:06,KFHB
13/07/2023,21,83,77,92,9,S,,60,17,82,SChc,SChc,13-07-2023 10:06,KFHB
13/07/2023,22,82,76,89,9,S,,54,11,82,--,--,13-07-2023 10:06,KFHB
13/07/2023,23,81,76,87,8,S,,44,10,85,--,--,13-07-2023 10:06,KFHB
14/07/2023,00,81,76,87,8,S,,42,10,85,--,--,13-07-2023 10:06,KFHB
14/07/2023,01,80,76,86,8,SW,,43,13,88,--,--,13-07-2023 10:06,KFHB
14/07/2023,02,80,76,86,8,SW,,52,13,88,--,--,13-07-2023 10:06,KFHB
14/07/2023,03,79,76,79,7,SW,,50,7,91,--,--,13-07-2023 10:06,KFHB
14/07/2023,04,78,76,78,7,SW,,48,4,94,--,--,13-07-2023 10:06,KFHB
14/07/2023,05,78,76,78,6,SW,,44,4,94,--,--,13-07-2023 10:06,KFHB
14/07/2023,06,77,76,77,6,SW,,45,3,97,--,--,13-07-2023 10:06,KFHB
14/07/2023,07,77,76,77,6,SW,,48,3,97,--,--,13-07-2023 10:06,KFHB
14/07/2023,08,80,76,86,6,W,,43,22,88,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,09,83,77,92,6,W,,42,22,82,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,10,86,77,97,7,SW,,43,22,75,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,11,89,77,102,7,SW,,46,22,68,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,12,90,77,105,8,S,,45,33,64,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,13,90,77,103,9,S,,48,44,66,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,14,89,77,102,11,SE,,58,55,68,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,15,89,78,103,13,SE,,63,55,70,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,16,88,78,101,14,SE,,66,55,72,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,17,87,78,100,14,S,,69,55,75,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,18,87,78,100,14,S,,73,43,75,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,19,86,78,98,14,S,,76,32,77,Chc,Chc,13-07-2023 10:06,KFHB
14/07/2023,20,84,78,95,11,S,,85,21,82,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,21,83,78,93,9,S,,85,21,85,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,22,82,77,90,9,S,,85,21,85,SChc,SChc,13-07-2023 10:06,KFHB
14/07/2023,23,82,77,90,8,S,,85,21,85,SChc,SChc,13-07-2023 10:06,KFHB
15/07/2023,00,81,77,88,8,S,,85,21,88,SChc,SChc,13-07-2023 10:06,KFHB
15/07/2023,01,80,77,87,7,S,,85,21,91,SChc,SChc,13-07-2023 10:06,KFHB
15/07/2023,02,80,77,87,7,SW,,69,4,91,--,--,13-07-2023 10:06,KFHB
15/07/2023,03,79,76,79,7,SW,,69,4,91,--,--,13-07-2023 10:06,KFHB
15/07/2023,04,78,76,78,7,SW,,69,4,94,--,--,13-07-2023 10:06,KFHB
15/07/2023,05,77,76,77,6,SW,,69,4,97,--,--,13-07-2023 10:06,KFHB
15/07/2023,06,77,76,77,6,SW,,69,4,97,--,--,13-07-2023 10:06,KFHB
15/07/2023,07,77,76,77,7,SW,,69,4,97,--,--,13-07-2023 10:06,KFHB
15/07/2023,08,79,77,79,7,SW,,41,19,94,SChc,SChc,13-07-2023 10:06,KFHB
15/07/2023,09,83,77,92,7,SW,,41,19,82,SChc,SChc,13-07-2023 10:06,KFHB
13/07/2023,09,86,75,95,5,W,,62,75,70,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,10,88,75,98,6,W,,67,75,66,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,11,88,75,98,6,W,,73,75,66,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,12,89,74,98,6,W,,79,75,61,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,13,92,74,102,7,W,,85,82,56,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,14,91,74,101,8,W,,86,82,58,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,15,91,74,101,8,W,,87,82,58,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,16,88,74,97,9,W,,88,82,63,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,17,86,74,94,8,SW,,88,82,68,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,18,85,75,94,7,SW,,88,82,72,Ocnl,Ocnl,13-07-2023 10:06,KEGI
13/07/2023,19,83,75,90,7,SW,,88,24,77,SChc,SChc,13-07-2023 10:06,KEGI
13/07/2023,20,79,75,79,6,SW,,79,24,88,SChc,SChc,13-07-2023 10:06,KEGI
13/07/2023,21,77,74,77,6,SW,,71,24,90,SChc,SChc,13-07-2023 10:06,KEGI
13/07/2023,22,76,74,76,5,SW,,62,24,94,SChc,SChc,13-07-2023 10:06,KEGI
13/07/2023,23,76,74,76,5,SW,,68,24,94,SChc,SChc,13-07-2023 10:06,KEGI
14/07/2023,00,76,74,76,5,SW,,75,24,94,SChc,SChc,13-07-2023 10:06,KEGI
14/07/2023,01,74,74,,6,SW,,81,38,100,Chc,Chc,13-07-2023 10:06,KEGI
14/07/2023,02,74,74,,5,SW,,78,38,100,Chc,Chc,13-07-2023 10:06,KEGI
14/07/2023,03,74,74,,5,SW,,75,38,100,Chc,Chc,13-07-2023 10:06,KEGI
14/07/2023,04,74,74,,6,SW,,72,38,100,Chc,Chc,13-07-2023 10:06,KEGI
14/07/2023,05,73,73,,6,SW,,70,38,100,Chc,Chc,13-07-2023 10:06,KEGI
14/07/2023,06,73,73,,6,W,,69,38,100,Chc,Chc,13-07-2023 10:06,KEGI
14/07/2023,07,76,75,76,6,W,,68,62,97,Lkly,Lkly,13-07-2023 10:06,KEGI
14/07/2023,08,79,75,79,6,W,,74,62,88,Lkly,Lkly,13-07-2023 10:06,KEGI
14/07/2023,09,84,76,93,6,W,,80,62,77,Lkly,Lkly,13-07-2023 10:06,KEGI
14/07/2023,10,87,76,98,6,W,,86,62,70,Lkly,Lkly,13-07-2023 10:06,KEGI
14/07/2023,11,88,76,99,6,SW,,90,62,68,Lkly,Lkly,13-07-2023 10:06,KEGI
14/07/2023,12,90,75,101,7,SW,,94,62,62,Lkly,Lkly,13-07-2023 10:06,KEGI
14/07/2023,13,91,75,102,7,SW,,99,82,60,Ocnl,Ocnl,13-07-2023 10:06,KEGI
14/07/2023,14,90,75,101,8,SW,,94,82,62,Ocnl,Ocnl,13-07-2023 10:06,KEGI
14/07/2023,15,88,75,98,8,SW,,90,82,66,Ocnl,Ocnl,13-07-2023 10:06,KEGI
14/07/2023,16,86,75,95,8,SW,,86,82,70,Ocnl,Ocnl,13-07-2023 10:06,KEGI
14/07/2023,17,85,75,94,8,SW,,84,82,72,Ocnl,Ocnl,13-07-2023 10:06,KEGI
14/07/2023,18,85,75,94,7,SW,,81,82,72,Ocnl,Ocnl,13-07-2023 10:06,KEGI
14/07/2023,19,83,73,89,7,SW,,71,19,72,SChc,SChc,13-07-2023 10:06,KEGI
14/07/2023,20,81,73,86,7,SW,,71,19,77,SChc,SChc,13-07-2023 10:06,KEGI
14/07/2023,21,78,73,78,6,SW,,72,19,85,SChc,SChc,13-07-2023 10:06,KEGI
14/07/2023,22,75,73,75,6,SW,,72,19,94,SChc,SChc,13-07-2023 10:06,KEGI
14/07/2023,23,74,73,,6,SW,,64,19,97,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,00,74,73,,6,SW,,56,19,97,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,01,75,73,75,6,SW,,48,17,94,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,02,75,73,75,6,SW,,47,17,94,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,03,75,73,75,5,SW,,46,17,94,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,04,75,73,75,5,SW,,45,17,94,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,05,75,73,75,5,SW,,50,17,94,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,06,75,74,75,6,SW,,55,17,97,SChc,SChc,13-07-2023 10:06,KEGI
15/07/2023,07,76,74,76,6,SW,,60,50,94,Chc,Chc,13-07-2023 10:06,KEGI
15/07/2023,08,79,74,79,6,SW,,55,50,85,Chc,Chc,13-07-2023 10:06,KEGI
13/07/2023,09,85,76,94,6,W,,72,64,75,Lkly,Lkly,13-07-2023 10:06,KNDZ
13/07/2023,10,86,76,96,6,W,,78,64,72,Lkly,Lkly,13-07-2023 10:06,KNDZ
13/07/2023,11,87,76,98,7,W,,80,64,70,Lkly,Lkly,13-07-2023 10:06,KNDZ
13/07/2023,12,89,76,100,7,SW,,82,64,66,Lkly,Lkly,13-07-2023 10:06,KNDZ
13/07/2023,13,90,76,102,7,SW,,85,81,64,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
13/07/2023,14,88,76,99,8,SW,,84,81,68,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
13/07/2023,15,88,75,98,8,SW,,84,81,66,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
13/07/2023,16,85,75,94,9,SW,,84,81,72,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
13/07/2023,17,85,75,94,8,SW,,83,81,72,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
13/07/2023,18,85,76,94,6,SW,,82,81,75,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
13/07/2023,19,82,76,89,5,SW,,82,27,82,Chc,Chc,13-07-2023 10:06,KNDZ
13/07/2023,20,77,76,77,5,SW,,79,27,97,Chc,Chc,13-07-2023 10:06,KNDZ
13/07/2023,21,76,75,76,5,SW,,77,27,97,Chc,Chc,13-07-2023 10:06,KNDZ
13/07/2023,22,74,74,,5,SW,,74,27,100,Chc,Chc,13-07-2023 10:06,KNDZ
13/07/2023,23,74,74,,3,SW,,76,27,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,00,74,74,,3,SW,,78,27,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,01,74,74,,3,SW,,80,42,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,02,74,74,,3,SW,,78,42,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,03,74,74,,5,SW,,76,42,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,04,74,74,,5,SW,,74,42,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,05,74,74,,5,SW,,73,42,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,06,74,74,,5,W,,72,42,100,Chc,Chc,13-07-2023 10:06,KNDZ
14/07/2023,07,75,75,75,5,W,,71,62,100,Lkly,Lkly,13-07-2023 10:06,KNDZ
14/07/2023,08,80,77,87,5,W,,77,62,91,Lkly,Lkly,13-07-2023 10:06,KNDZ
14/07/2023,09,83,77,92,6,W,,83,62,82,Lkly,Lkly,13-07-2023 10:06,KNDZ
14/07/2023,10,86,77,97,7,W,,89,62,75,Lkly,Lkly,13-07-2023 10:06,KNDZ
14/07/2023,11,87,77,99,7,W,,87,62,72,Lkly,Lkly,13-07-2023 10:06,KNDZ
14/07/2023,12,89,76,100,6,SW,,85,62,66,Lkly,Lkly,13-07-2023 10:06,KNDZ
14/07/2023,13,90,76,102,7,SW,,83,82,64,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
14/07/2023,14,89,76,100,7,SW,,81,82,66,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
14/07/2023,15,88,76,99,8,SW,,80,82,68,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
14/07/2023,16,86,76,96,9,S,,78,82,72,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
14/07/2023,17,84,76,93,8,SW,,82,82,77,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
14/07/2023,18,83,76,91,7,SW,,86,82,80,Ocnl,Ocnl,13-07-2023 10:06,KNDZ
14/07/2023,19,81,74,86,6,SW,,78,20,79,SChc,SChc,13-07-2023 10:06,KNDZ
