date,hour,temperature (F),dew point (F),heat index (F),surface wind (mph),wind dir,gust,sky cover (%),precip potential (%),rel humidity (%),rain,thunder,time_scraped_est_edt,WS
14/07/2023,05,76,75,76,3,SW,,46,4,97,--,--,13-07-2023 10:05,KCRG
14/07/2023,06,77,76,77,3,SW,,48,3,97,--,--,13-07-2023 10:05,KCRG
14/07/2023,07,76,76,76,3,SW,,45,3,100,--,--,13-07-2023 10:05,KCRG
14/07/2023,08,79,76,79,5,SW,,41,19,91,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,09,83,77,92,6,SW,,38,19,82,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,10,86,76,96,7,SW,,38,19,72,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,11,90,76,102,7,SW,,41,19,64,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,12,92,76,105,8,SW,,42,33,60,Chc,Chc,13-07-2023 10:05,KCRG
14/07/2023,13,93,76,106,8,S,,48,46,58,Chc,Chc,13-07-2023 10:05,KCRG
14/07/2023,14,93,76,106,9,S,,60,59,58,Lkly,Lkly,13-07-2023 10:05,KCRG
14/07/2023,15,92,76,105,10,S,,68,59,60,Lkly,Lkly,13-07-2023 10:05,KCRG
14/07/2023,16,90,76,102,10,SE,,71,59,64,Lkly,Lkly,13-07-2023 10:05,KCRG
14/07/2023,17,89,76,101,11,SE,,71,59,66,Lkly,Lkly,13-07-2023 10:05,KCRG
14/07/2023,18,88,77,100,11,SE,,76,45,70,Chc,Chc,13-07-2023 10:05,KCRG
14/07/2023,19,86,77,97,11,S,,80,32,75,Chc,Chc,13-07-2023 10:05,KCRG
14/07/2023,20,84,76,93,9,S,,87,18,77,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,21,82,76,89,8,S,,87,18,82,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,22,81,76,87,7,S,,87,18,85,SChc,SChc,13-07-2023 10:05,KCRG
14/07/2023,23,81,76,87,6,S,,87,18,85,SChc,SChc,13-07-2023 10:05,KCRG
15/07/2023,00,80,76,86,6,S,,87,18,88,SChc,SChc,13-07-2023 10:05,KCRG
15/07/2023,01,80,76,86,6,S,,87,18,88,SChc,SChc,13-07-2023 10:05,KCRG
15/07/2023,02,79,76,79,6,SW,,68,2,91,--,--,13-07-2023 10:05,KCRG
15/07/2023,03,78,76,78,6,SW,,68,2,94,--,--,13-07-2023 10:05,KCRG
15/07/2023,04,77,76,77,6,SW,,68,2,97,--,--,13-07-2023 10:05,KCRG
15/07/2023,05,77,76,77,6,SW,,68,2,97,--,--,13-07-2023 10:05,KCRG
15/07/2023,06,77,76,77,6,SW,,68,2,97,--,--,13-07-2023 10:05,KCRG
15/07/2023,07,77,76,77,6,SW,,68,2,97,--,--,13-07-2023 10:05,KCRG
15/07/2023,08,79,77,79,6,SW,,39,17,94,SChc,SChc,13-07-2023 10:05,KCRG
15/07/2023,09,83,77,92,7,SW,,39,17,82,SChc,SChc,13-07-2023 10:05,KCRG
13/07/2023,09,85,76,94,6,W,,66,81,75,Ocnl,Ocnl,13-07-2023 10:05,KNPA
13/07/2023,10,87,76,98,7,W,,74,81,70,Ocnl,Ocnl,13-07-2023 10:05,KNPA
13/07/2023,11,88,76,99,8,SW,,74,81,68,Ocnl,Ocnl,13-07-2023 10:05,KNPA
13/07/2023,12,89,76,100,9,SW,,75,81,66,Ocnl,Ocnl,13-07-2023 10:05,KNPA
13/07/2023,13,88,76,99,9,SW,,75,60,68,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,14,89,76,100,9,SW,,76,60,66,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,15,86,75,95,9,SW,,77,60,70,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,16,86,75,95,8,SW,,79,60,70,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,17,86,75,95,8,SW,,80,60,70,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,18,86,76,96,8,SW,,82,60,72,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,19,85,76,94,7,SW,,84,22,75,SChc,SChc,13-07-2023 10:05,KNPA
13/07/2023,20,82,76,89,6,SW,,82,22,82,SChc,SChc,13-07-2023 10:05,KNPA
13/07/2023,21,80,76,86,5,SW,,80,22,88,SChc,SChc,13-07-2023 10:05,KNPA
13/07/2023,22,80,76,86,5,SW,,78,22,88,SChc,SChc,13-07-2023 10:05,KNPA
13/07/2023,23,80,76,86,5,SW,,75,22,88,SChc,SChc,13-07-2023 10:05,KNPA
14/07/2023,00,79,76,79,6,SW,,73,22,91,SChc,SChc,13-07-2023 10:05,KNPA
14/07/2023,01,79,76,79,7,SW,,70,47,91,Chc,Chc,13-07-2023 10:05,KNPA
14/07/2023,02,79,76,79,7,SW,,71,47,91,Chc,Chc,13-07-2023 10:05,KNPA
14/07/2023,03,79,75,79,6,W,,71,47,88,Chc,Chc,13-07-2023 10:05,KNPA
14/07/2023,04,77,75,77,6,W,,72,47,94,Chc,Chc,13-07-2023 10:05,KNPA
14/07/2023,05,76,75,76,5,W,,72,47,97,Chc,Chc,13-07-2023 10:05,KNPA
14/07/2023,06,78,76,78,5,W,,71,47,94,Chc,Chc,13-07-2023 10:05,KNPA
14/07/2023,07,79,76,79,3,W,,71,67,91,Lkly,Lkly,13-07-2023 10:05,KNPA
14/07/2023,08,84,76,93,5,W,,72,67,77,Lkly,Lkly,13-07-2023 10:05,KNPA
14/07/2023,09,88,77,100,5,W,,72,67,70,Lkly,Lkly,13-07-2023 10:05,KNPA
14/07/2023,10,88,77,100,6,W,,73,67,70,Lkly,Lkly,13-07-2023 10:05,KNPA
14/07/2023,11,89,77,102,7,W,,72,67,68,Lkly,Lkly,13-07-2023 10:05,KNPA
14/07/2023,12,90,76,102,8,SW,,71,67,64,Lkly,Lkly,13-07-2023 10:05,KNPA
14/07/2023,13,89,76,100,9,SW,,71,77,66,Ocnl,Ocnl,13-07-2023 10:05,KNPA
14/07/2023,14,88,76,99,9,SW,,74,77,68,Ocnl,Ocnl,13-07-2023 10:05,KNPA
14/07/2023,15,88,75,98,9,SW,,77,77,66,Ocnl,Ocnl,13-07-2023 10:05,KNPA
14/07/2023,16,87,75,96,9,SW,,80,77,68,Ocnl,Ocnl,13-07-2023 10:05,KNPA
14/07/2023,17,87,75,96,9,SW,,81,77,68,Ocnl,Ocnl,13-07-2023 10:05,KNPA
14/07/2023,18,86,76,96,8,SW,,82,77,72,Ocnl,Ocnl,13-07-2023 10:05,KNPA
14/07/2023,19,85,74,93,7,W,,75,17,70,SChc,SChc,13-07-2023 10:05,KNPA
14/07/2023,20,84,74,91,7,W,,73,17,72,SChc,SChc,13-07-2023 10:05,KNPA
14/07/2023,21,82,75,89,6,SW,,70,17,79,SChc,SChc,13-07-2023 10:05,KNPA
14/07/2023,22,80,75,85,6,SW,,68,17,85,SChc,SChc,13-07-2023 10:05,KNPA
14/07/2023,23,80,75,85,6,SW,,66,17,85,SChc,SChc,13-07-2023 10:05,KNPA
15/07/2023,00,79,75,79,6,SW,,65,17,88,SChc,SChc,13-07-2023 10:05,KNPA
15/07/2023,01,79,75,79,6,SW,,63,27,88,Chc,Chc,13-07-2023 10:05,KNPA
15/07/2023,02,78,75,78,6,SW,,66,27,91,Chc,Chc,13-07-2023 10:05,KNPA
15/07/2023,03,78,74,78,6,SW,,70,27,88,Chc,Chc,13-07-2023 10:05,KNPA
15/07/2023,04,77,74,77,6,SW,,73,27,90,Chc,Chc,13-07-2023 10:05,KNPA
15/07/2023,05,77,75,77,6,SW,,70,27,94,Chc,Chc,13-07-2023 10:05,KNPA
15/07/2023,06,77,75,77,6,W,,67,27,94,Chc,Chc,13-07-2023 10:05,KNPA
15/07/2023,07,79,76,79,6,W,,64,59,91,Lkly,Lkly,13-07-2023 10:05,KNPA
15/07/2023,08,82,76,89,6,W,,60,59,82,Lkly,Lkly,13-07-2023 10:05,KNPA
13/07/2023,10,84,78,95,5,W,,49,39,82,Chc,Chc,13-07-2023 10:05,KECP
13/07/2023,11,85,78,97,6,WSW,,55,65,80,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,12,87,78,100,6,WSW,,64,65,75,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,13,87,78,100,8,SW,,70,65,75,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,14,88,78,102,9,SW,,66,55,72,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,15,89,78,103,10,WSW,,64,55,70,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,16,88,78,102,10,SW,,63,55,72,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,17,86,78,98,9,WSW,,66,46,77,Chc,Chc,13-07-2023 10:05,KECP
13/07/2023,18,86,78,98,10,WSW,,77,46,77,Chc,Chc,13-07-2023 10:05,KECP
13/07/2023,19,85,78,97,9,W,,74,46,80,Chc,Chc,13-07-2023 10:05,KECP
13/07/2023,20,85,77,96,6,W,,74,7,77,--,--,13-07-2023 10:05,KECP
13/07/2023,21,83,77,92,5,SW,,70,7,82,--,--,13-07-2023 10:05,KECP
13/07/2023,22,81,77,88,5,SW,,58,7,88,--,--,13-07-2023 10:05,KECP
13/07/2023,23,80,76,86,3,SSW,,46,15,88,SChc,SChc,13-07-2023 10:05,KECP
14/07/2023,00,79,76,79,5,SW,,37,15,91,SChc,SChc,13-07-2023 10:05,KECP
14/07/2023,01,79,76,79,5,SSW,,29,15,91,SChc,SChc,13-07-2023 10:05,KECP
14/07/2023,02,79,76,79,3,SW,,30,32,91,Chc,Chc,13-07-2023 10:05,KECP
14/07/2023,03,79,75,79,3,SW,,44,32,88,Chc,Chc,13-07-2023 10:05,KECP
14/07/2023,04,77,76,77,3,WSW,,48,32,97,Chc,Chc,13-07-2023 10:05,KECP
14/07/2023,05,79,76,79,3,W,,52,41,91,Chc,Chc,13-07-2023 10:05,KECP
14/07/2023,06,78,75,78,3,WSW,,51,41,91,Chc,Chc,13-07-2023 10:05,KECP
14/07/2023,07,77,75,77,3,WSW,,45,41,94,Chc,Chc,13-07-2023 10:05,KECP
14/07/2023,08,77,76,77,3,W,,51,66,97,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,09,80,78,87,5,WSW,,61,66,94,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,10,82,78,91,6,WSW,,67,66,88,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,11,84,77,94,5,SW,,70,66,80,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,12,85,77,96,7,SW,,72,66,77,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,13,84,77,94,8,SW,,69,66,80,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,14,85,77,96,9,SW,,65,69,77,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,15,86,77,97,9,SW,,66,69,75,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,16,85,78,97,8,SW,,68,69,80,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,17,84,78,95,8,SW,,69,69,82,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,18,84,77,94,8,SW,,69,69,80,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,19,83,77,92,8,WSW,,70,69,82,Lkly,Lkly,13-07-2023 10:05,KECP
14/07/2023,20,82,77,90,7,WSW,,70,17,85,SChc,SChc,13-07-2023 10:05,KECP
14/07/2023,21,81,76,87,6,WSW,,70,17,85,SChc,SChc,13-07-2023 10:05,KECP
14/07/2023,22,80,76,86,5,WSW,,71,17,88,SChc,SChc,13-07-2023 10:05,KECP
14/07/2023,23,79,75,79,3,WSW,,72,17,88,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,00,78,75,78,3,WSW,,67,17,91,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,01,78,75,78,3,SW,,58,17,91,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,02,77,75,77,3,SW,,53,23,94,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,03,77,75,77,5,SW,,52,23,94,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,04,77,76,77,5,SW,,50,23,97,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,05,76,76,76,3,SW,,49,23,100,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,06,76,76,76,3,SW,,50,23,100,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,07,76,76,76,3,WSW,,54,23,100,SChc,SChc,13-07-2023 10:05,KECP
15/07/2023,08,77,76,77,3,WSW,,55,57,97,Lkly,Lkly,13-07-2023 10:05,KECP
15/07/2023,09,80,76,86,5,WSW,,57,57,88,Lkly,Lkly,13-07-2023 10:05,KECP
13/07/2023,10,86,77,97,8,W,,23,4,75,--,--,13-07-2023 10:05,KNRB
13/07/2023,11,89,77,102,8,W,,27,7,68,--,--,13-07-2023 10:05,KNRB
13/07/2023,12,91,77,105,9,W,,31,12,64,--,--,13-07-2023 10:05,KNRB
13/07/2023,13,91,77,105,9,SE,,41,19,64,SChc,SChc,13-07-2023 10:05,KNRB
13/07/2023,14,90,78,105,11,SE,,47,24,68,SChc,SChc,13-07-2023 10:05,KNRB
13/07/2023,15,90,78,105,11,SE,,49,37,68,Chc,Chc,13-07-2023 10:05,KNRB
13/07/2023,16,89,78,103,13,SE,,57,43,70,Chc,Chc,13-07-2023 10:05,KNRB
13/07/2023,17,88,78,101,13,SE,,62,42,72,Chc,Chc,13-07-2023 10:05,KNRB
13/07/2023,18,87,77,99,13,SE,,63,33,72,Chc,Chc,13-07-2023 10:05,KNRB
13/07/2023,19,86,77,97,13,S,,65,29,75,Chc,Chc,13-07-2023 10:05,KNRB
13/07/2023,20,84,77,94,11,S,,64,23,80,SChc,SChc,13-07-2023 10:05,KNRB
13/07/2023,21,83,76,91,9,S,,67,17,80,SChc,SChc,13-07-2023 10:05,KNRB
13/07/2023,22,82,76,89,9,S,,62,12,82,--,--,13-07-2023 10:05,KNRB
13/07/2023,23,82,76,89,8,S,,51,10,82,--,--,13-07-2023 10:05,KNRB
14/07/2023,00,80,76,86,8,S,,47,10,88,--,--,13-07-2023 10:05,KNRB
14/07/2023,01,79,76,79,8,SW,,48,11,91,--,--,13-07-2023 10:05,KNRB
14/07/2023,02,78,76,78,8,SW,,53,11,94,--,--,13-07-2023 10:05,KNRB
14/07/2023,03,79,76,79,8,SW,,51,6,91,--,--,13-07-2023 10:05,KNRB
14/07/2023,04,78,76,78,7,SW,,50,4,94,--,--,13-07-2023 10:05,KNRB
14/07/2023,05,78,76,77,7,SW,,46,6,97,--,--,13-07-2023 10:05,KNRB
14/07/2023,06,78,76,78,7,SW,,48,4,94,--,--,13-07-2023 10:05,KNRB
14/07/2023,07,78,76,77,7,SW,,46,3,97,--,--,13-07-2023 10:05,KNRB
14/07/2023,08,80,77,87,7,SW,,42,20,91,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,09,83,77,92,7,W,,38,20,82,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,10,86,77,97,8,SW,,41,20,75,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,11,89,77,102,8,SW,,45,20,68,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,12,90,77,105,9,S,,42,31,64,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,13,90,77,105,10,S,,46,42,64,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,14,90,77,105,11,SE,,58,54,64,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,15,90,77,103,13,SE,,65,54,66,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,16,88,77,100,14,SE,,68,54,70,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,17,88,77,100,14,SE,,69,54,70,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,18,87,77,99,14,SE,,74,42,72,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,19,86,77,97,14,S,,79,30,75,Chc,Chc,13-07-2023 10:05,KNRB
14/07/2023,20,83,77,92,13,S,,86,19,82,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,21,82,77,90,10,S,,86,19,85,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,22,81,77,88,9,S,,86,19,88,SChc,SChc,13-07-2023 10:05,KNRB
14/07/2023,23,81,76,87,8,S,,86,19,85,SChc,SChc,13-07-2023 10:05,KNRB
15/07/2023,00,81,76,87,8,S,,86,19,85,SChc,SChc,13-07-2023 10:05,KNRB
15/07/2023,01,80,76,86,7,S,,86,19,88,SChc,SChc,13-07-2023 10:05,KNRB
15/07/2023,02,80,76,86,7,SW,,68,3,88,--,--,13-07-2023 10:05,KNRB
15/07/2023,03,79,76,79,7,SW,,68,3,91,--,--,13-07-2023 10:05,KNRB
15/07/2023,04,78,76,78,7,SW,,68,3,94,--,--,13-07-2023 10:05,KNRB
15/07/2023,05,78,76,77,7,SW,,68,3,97,--,--,13-07-2023 10:05,KNRB
15/07/2023,06,78,76,77,7,SW,,68,3,97,--,--,13-07-2023 10:05,KNRB
15/07/2023,07,78,77,78,7,SW,,68,3,97,--,--,13-07-2023 10:05,KNRB
15/07/2023,08,80,77,87,7,SW,,41,16,91,SChc,SChc,13-07-2023 10:05,KNRB
15/07/2023,09,83,77,92,8,SW,,41,16,82,SChc,SChc,13-07-2023 10:05,KNRB
13/07/2023,09,86,76,96,6,W,,62,77,72,Ocnl,Ocnl,13-07-2023 10:06,KDTS
13/07/2023,10,87,76,98,6,W,,61,77,70,Ocnl,Ocnl,13-07-2023 10:06,KDTS
13/07/2023,11,87,76,98,7,W,,67,77,70,Ocnl,Ocnl,13-07-2023 10:06,KDTS
13/07/2023,12,87,76,98,8,SW,,74,77,70,Ocnl,Ocnl,13-07-2023 10:06,KDTS
13/07/2023,13,89,76,100,9,SW,,81,59,66,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,14,89,76,100,9,SW,,79,59,66,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,15,89,77,102,9,SW,,77,59,68,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,16,89,77,102,9,SW,,76,59,68,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,17,86,77,97,8,SW,,76,59,75,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,18,86,76,96,8,SW,,77,59,72,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,19,84,76,93,7,SW,,78,15,77,SChc,SChc,13-07-2023 10:06,KDTS
13/07/2023,20,84,76,93,7,SW,,71,15,77,SChc,SChc,13-07-2023 10:06,KDTS
13/07/2023,21,82,76,89,6,SW,,65,15,82,SChc,SChc,13-07-2023 10:06,KDTS
13/07/2023,22,82,76,89,6,SW,,58,15,82,SChc,SChc,13-07-2023 10:06,KDTS
13/07/2023,23,82,76,89,5,SW,,61,15,82,SChc,SChc,13-07-2023 10:06,KDTS
14/07/2023,00,81,76,87,5,SW,,64,15,85,SChc,SChc,13-07-2023 10:06,KDTS
14/07/2023,01,81,76,87,6,SW,,68,42,85,Chc,Chc,13-07-2023 10:06,KDTS
14/07/2023,02,81,76,87,5,SW,,69,42,85,Chc,Chc,13-07-2023 10:06,KDTS
14/07/2023,03,81,77,88,5,SW,,71,42,88,Chc,Chc,13-07-2023 10:06,KDTS
14/07/2023,04,79,77,79,5,W,,73,42,94,Chc,Chc,13-07-2023 10:06,KDTS
14/07/2023,05,81,77,88,5,W,,76,42,88,Chc,Chc,13-07-2023 10:06,KDTS
14/07/2023,06,79,77,79,5,W,,79,42,94,Chc,Chc,13-07-2023 10:06,KDTS
14/07/2023,07,81,77,88,6,W,,82,69,88,Lkly,Lkly,13-07-2023 10:06,KDTS
14/07/2023,08,85,77,96,6,W,,83,69,77,Lkly,Lkly,13-07-2023 10:06,KDTS
14/07/2023,09,86,77,97,6,W,,85,69,75,Lkly,Lkly,13-07-2023 10:06,KDTS
14/07/2023,10,88,77,100,7,W,,87,69,70,Lkly,Lkly,13-07-2023 10:06,KDTS
14/07/2023,11,90,77,103,7,SW,,87,69,66,Lkly,Lkly,13-07-2023 10:06,KDTS
14/07/2023,12,89,77,102,8,SW,,88,69,68,Lkly,Lkly,13-07-2023 10:06,KDTS
14/07/2023,13,88,77,100,9,SW,,88,81,70,Ocnl,Ocnl,13-07-2023 10:06,KDTS
14/07/2023,14,87,77,99,9,SW,,86,81,72,Ocnl,Ocnl,13-07-2023 10:06,KDTS
14/07/2023,15,88,77,100,9,SW,,84,81,70,Ocnl,Ocnl,13-07-2023 10:06,KDTS
14/07/2023,16,88,77,100,9,SW,,82,81,70,Ocnl,Ocnl,13-07-2023 10:06,KDTS
14/07/2023,17,87,77,99,9,SW,,84,81,72,Ocnl,Ocnl,13-07-2023 10:06,KDTS
14/07/2023,18,85,76,94,8,SW,,86,81,75,Ocnl,Ocnl,13-07-2023 10:06,KDTS
14/07/2023,19,85,74,93,8,W,,67,18,70,SChc,SChc,13-07-2023 10:06,KDTS
14/07/2023,20,84,74,91,7,W,,69,18,72,SChc,SChc,13-07-2023 10:06,KDTS
14/07/2023,21,83,74,90,6,W,,71,18,74,SChc,SChc,13-07-2023 10:06,KDTS
14/07/2023,22,82,74,88,6,W,,73,18,77,SChc,SChc,13-07-2023 10:06,KDTS
14/07/2023,23,82,74,88,6,SW,,69,18,77,SChc,SChc,13-07-2023 10:06,KDTS
15/07/2023,00,81,75,87,6,SW,,65,18,82,SChc,SChc,13-07-2023 10:06,KDTS
15/07/2023,01,80,75,85,6,SW,,61,27,85,Chc,Chc,13-07-2023 10:06,KDTS
15/07/2023,02,80,75,85,6,SW,,58,27,85,Chc,Chc,13-07-2023 10:06,KDTS
15/07/2023,03,80,75,85,6,SW,,55,27,85,Chc,Chc,13-07-2023 10:06,KDTS
15/07/2023,04,80,75,85,6,SW,,52,27,85,Chc,Chc,13-07-2023 10:06,KDTS
15/07/2023,05,79,75,79,6,SW,,53,27,88,Chc,Chc,13-07-2023 10:06,KDTS
15/07/2023,06,79,76,79,6,W,,55,27,91,Chc,Chc,13-07-2023 10:06,KDTS
15/07/2023,07,80,76,86,6,W,,56,61,88,Lkly,Lkly,13-07-2023 10:06,KDTS
15/07/2023,08,82,76,89,6,W,,55,61,82,Lkly,Lkly,13-07-2023 10:06,KDTS
13/07/2023,09,85,76,94,6,W,,61,76,75,Ocnl,Ocnl,13-07-2023 10:06,KHRT
13/07/2023,10,86,76,96,7,W,,64,76,72,Ocnl,Ocnl,13-07-2023 10:06,KHRT
13/07/2023,11,88,76,99,7,W,,68,76,68,Ocnl,Ocnl,13-07-2023 10:06,KHRT
13/07/2023,12,89,77,102,8,SW,,71,76,68,Ocnl,Ocnl,13-07-2023 10:06,KHRT
13/07/2023,13,89,77,102,8,SW,,75,63,68,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,14,89,77,102,8,SW,,78,63,68,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,15,89,77,102,9,SW,,82,63,68,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,16,88,77,100,9,SW,,85,63,70,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,17,86,77,97,8,SW,,83,63,75,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,18,85,76,94,8,SW,,82,63,75,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,19,85,76,94,7,SW,,80,18,75,SChc,SChc,13-07-2023 10:06,KHRT
13/07/2023,20,82,76,89,7,SW,,74,18,82,SChc,SChc,13-07-2023 10:06,KHRT
13/07/2023,21,82,76,89,6,SW,,68,18,82,SChc,SChc,13-07-2023 10:06,KHRT
13/07/2023,22,81,76,87,6,SW,,62,18,85,SChc,SChc,13-07-2023 10:06,KHRT
13/07/2023,23,80,76,86,6,SW,,66,18,88,SChc,SChc,13-07-2023 10:06,KHRT
14/07/2023,00,80,76,86,6,SW,,70,18,88,SChc,SChc,13-07-2023 10:06,KHRT
14/07/2023,01,80,76,86,6,SW,,74,43,88,Chc,Chc,13-07-2023 10:06,KHRT
14/07/2023,02,78,76,78,5,SW,,75,43,94,Chc,Chc,13-07-2023 10:06,KHRT
14/07/2023,03,80,76,86,5,SW,,76,43,88,Chc,Chc,13-07-2023 10:06,KHRT
14/07/2023,04,78,76,78,6,W,,77,43,94,Chc,Chc,13-07-2023 10:06,KHRT
14/07/2023,05,77,76,77,6,W,,76,43,97,Chc,Chc,13-07-2023 10:06,KHRT
14/07/2023,06,77,76,77,6,W,,75,43,97,Chc,Chc,13-07-2023 10:06,KHRT
14/07/2023,07,78,76,78,6,W,,74,68,94,Lkly,Lkly,13-07-2023 10:06,KHRT
14/07/2023,08,81,76,87,6,W,,76,68,85,Lkly,Lkly,13-07-2023 10:06,KHRT
14/07/2023,09,85,77,96,6,W,,79,68,77,Lkly,Lkly,13-07-2023 10:06,KHRT
14/07/2023,10,86,77,97,6,W,,82,68,75,Lkly,Lkly,13-07-2023 10:06,KHRT
14/07/2023,11,88,77,100,7,SW,,83,68,70,Lkly,Lkly,13-07-2023 10:06,KHRT
14/07/2023,12,89,77,102,8,SW,,84,68,68,Lkly,Lkly,13-07-2023 10:06,KHRT
14/07/2023,13,89,77,102,9,SW,,85,81,68,Ocnl,Ocnl,13-07-2023 10:06,KHRT
14/07/2023,14,88,77,100,9,SW,,84,81,70,Ocnl,Ocnl,13-07-2023 10:06,KHRT
14/07/2023,15,86,77,97,9,SW,,82,81,75,Ocnl,Ocnl,13-07-2023 10:06,KHRT
14/07/2023,16,84,77,94,9,SW,,80,81,80,Ocnl,Ocnl,13-07-2023 10:06,KHRT
14/07/2023,17,83,77,92,9,SW,,84,81,82,Ocnl,Ocnl,13-07-2023 10:06,KHRT
14/07/2023,18,83,76,91,8,SW,,89,81,80,Ocnl,Ocnl,13-07-2023 10:06,KHRT
14/07/2023,19,84,75,92,8,SW,,71,19,74,SChc,SChc,13-07-2023 10:06,KHRT
14/07/2023,20,82,75,89,8,SW,,72,19,79,SChc,SChc,13-07-2023 10:06,KHRT
14/07/2023,21,81,75,87,7,SW,,74,19,82,SChc,SChc,13-07-2023 10:06,KHRT
14/07/2023,22,79,75,79,7,SW,,75,19,88,SChc,SChc,13-07-2023 10:06,KHRT
14/07/2023,23,78,75,78,7,SW,,70,19,91,SChc,SChc,13-07-2023 10:06,KHRT
15/07/2023,00,77,75,77,6,SW,,64,19,94,SChc,SChc,13-07-2023 10:06,KHRT
15/07/2023,01,77,75,77,6,SW,,59,25,94,Chc,Chc,13-07-2023 10:06,KHRT
15/07/2023,02,77,75,77,6,SW,,57,25,94,Chc,Chc,13-07-2023 10:06,KHRT
15/07/2023,03,77,75,77,6,SW,,55,25,94,Chc,Chc,13-07-2023 10:06,KHRT
15/07/2023,04,77,75,77,6,SW,,53,25,94,Chc,Chc,13-07-2023 10:06,KHRT
15/07/2023,05,77,75,77,6,SW,,55,25,94,Chc,Chc,13-07-2023 10:06,KHRT
15/07/2023,06,77,75,77,7,W,,56,25,94,Chc,Chc,13-07-2023 10:06,KHRT
15/07/2023,07,78,75,78,7,W,,58,58,91,Lkly,Lkly,13-07-2023 10:06,KHRT
15/07/2023,08,81,75,87,7,W,,56,58,82,Lkly,Lkly,13-07-2023 10:06,KHRT
13/07/2023,09,84,77,94,6,W,,67,77,80,Ocnl,Ocnl,13-07-2023 10:06,KPNS
13/07/2023,10,86,77,97,6,W,,71,77,75,Ocnl,Ocnl,13-07-2023 10:06,KPNS
13/07/2023,11,88,77,100,6,W,,69,77,70,Ocnl,Ocnl,13-07-2023 10:06,KPNS
