date,hour,condition,temperature,feels like,precip(%),amount,cloud cover,dew point,humidity,wind,pressure,time_scraped_est_edt,WS
13/07/2023, 4:00 pm,Partly Cloudy,91,104,15,0,53,77,63,13,29.95,13-07-2023 10:02,KVNC
13/07/2023, 5:00 pm,Partly Cloudy,91,104,15,0,54,76,62,13,29.94,13-07-2023 10:02,KVNC
13/07/2023, 6:00 pm,Partly Cloudy,90,103,9,0,41,76,62,12,29.94,13-07-2023 10:02,KVNC
13/07/2023, 7:00 pm,Partly Cloudy,89,101,11,0,43,76,66,12,29.94,13-07-2023 10:02,KVNC
13/07/2023, 8:00 pm,Partly Cloudy,88,100,22,0,45,77,70,10,29.95,13-07-2023 10:02,KVNC
13/07/2023, 9:00 pm,Partly Cloudy,86,97,21,0,47,77,75,8,29.96,13-07-2023 10:02,KVNC
13/07/2023, 10:00 pm,Partly Cloudy,85,95,16,0,50,76,76,5,29.97,13-07-2023 10:02,KVNC
13/07/2023, 11:00 pm,Partly Cloudy,83,93,10,0,57,76,79,5,29.98,13-07-2023 10:02,KVNC
14/07/2023, 12:00 am,Partly Cloudy,83,91,10,0,53,76,81,4,29.98,13-07-2023 10:03,KVNC
14/07/2023, 1:00 am,Partly Cloudy,82,90,14,0,39,76,84,3,29.97,13-07-2023 10:03,KVNC
14/07/2023, 2:00 am,Partly Cloudy,81,90,5,0,34,76,85,5,29.96,13-07-2023 10:03,KVNC
14/07/2023, 3:00 am,Partly Cloudy,81,89,6,0,35,77,88,4,29.95,13-07-2023 10:03,KVNC
14/07/2023, 4:00 am,Mostly Clear,81,89,8,0,28,77,88,4,29.95,13-07-2023 10:03,KVNC
14/07/2023, 5:00 am,Mostly Clear,80,88,9,0,24,77,91,3,29.95,13-07-2023 10:03,KVNC
14/07/2023, 6:00 am,Mostly Clear,80,88,9,0,23,77,93,3,29.96,13-07-2023 10:03,KVNC
14/07/2023, 7:00 am,Partly Cloudy,79,87,12,0,33,77,94,4,29.97,13-07-2023 10:03,KVNC
14/07/2023, 8:00 am,Partly Cloudy,81,90,12,0,37,77,89,4,29.98,13-07-2023 10:03,KVNC
14/07/2023, 9:00 am,Partly Cloudy,85,96,7,0,37,78,81,4,29.99,13-07-2023 10:03,KVNC
14/07/2023, 10:00 am,Partly Cloudy,87,100,5,0,30,77,73,4,29.99,13-07-2023 10:03,KVNC
14/07/2023, 11:00 am,Mostly Sunny,90,103,14,0,25,77,67,5,30.00,13-07-2023 10:03,KVNC
14/07/2023, 12:00 pm,Mostly Sunny,91,104,17,0,23,76,63,7,30.00,13-07-2023 10:03,KVNC
14/07/2023, 1:00 pm,Partly Cloudy,91,104,24,0,47,76,63,9,29.99,13-07-2023 10:03,KVNC
14/07/2023, 2:00 pm,Partly Cloudy,91,105,20,0,54,76,63,10,29.98,13-07-2023 10:03,KVNC
14/07/2023, 3:00 pm,Mostly Cloudy,91,104,21,0,63,76,63,10,29.97,13-07-2023 10:03,KVNC
14/07/2023, 4:00 pm,Mostly Cloudy,91,104,19,0,62,77,64,10,29.96,13-07-2023 10:03,KVNC
14/07/2023, 5:00 pm,Isolated Thunderstorms,90,104,33,0.01,46,77,65,10,29.94,13-07-2023 10:03,KVNC
14/07/2023, 6:00 pm,Mostly Cloudy,90,103,24,0,66,77,67,9,29.94,13-07-2023 10:03,KVNC
14/07/2023, 7:00 pm,Isolated Thunderstorms,88,101,33,0.01,63,77,70,8,29.95,13-07-2023 10:03,KVNC
14/07/2023, 8:00 pm,Mostly Cloudy,87,99,23,0,70,77,72,7,29.96,13-07-2023 10:03,KVNC
14/07/2023, 9:00 pm,Mostly Cloudy,85,96,24,0,68,77,77,6,29.97,13-07-2023 10:03,KVNC
14/07/2023, 10:00 pm,Mostly Cloudy,84,95,24,0,71,77,81,4,29.98,13-07-2023 10:03,KVNC
14/07/2023, 11:00 pm,Mostly Cloudy,83,93,15,0,62,77,83,3,29.99,13-07-2023 10:03,KVNC
13/07/2023, 11:00 am,Mostly Cloudy,90,101,15,0,62,76,64,7,30.01,13-07-2023 10:03,KSUA
13/07/2023, 12:00 pm,Mostly Cloudy,91,103,15,0,60,75,60,7,30.00,13-07-2023 10:03,KSUA
13/07/2023, 1:00 pm,Mostly Cloudy,91,103,17,0,62,76,61,9,30.00,13-07-2023 10:03,KSUA
13/07/2023, 2:00 pm,Scattered Thunderstorms,89,99,41,0.18,68,74,63,9,29.98,13-07-2023 10:03,KSUA
13/07/2023, 3:00 pm,Scattered Thunderstorms,88,98,53,0.49,66,75,67,9,29.97,13-07-2023 10:03,KSUA
13/07/2023, 4:00 pm,Scattered Thunderstorms,85,93,53,0.01,67,75,73,9,29.95,13-07-2023 10:03,KSUA
13/07/2023, 5:00 pm,Isolated Thunderstorms,87,97,33,0.01,69,75,68,8,29.95,13-07-2023 10:03,KSUA
13/07/2023, 6:00 pm,Isolated Thunderstorms,87,97,32,0.01,60,75,68,10,29.94,13-07-2023 10:03,KSUA
13/07/2023, 7:00 pm,Scattered Thunderstorms,87,96,37,0.01,50,74,66,10,29.95,13-07-2023 10:03,KSUA
13/07/2023, 8:00 pm,Partly Cloudy,85,93,20,0,39,75,72,7,29.96,13-07-2023 10:03,KSUA
13/07/2023, 9:00 pm,Partly Cloudy,84,92,21,0,33,75,74,5,29.97,13-07-2023 10:03,KSUA
13/07/2023, 10:00 pm,Partly Cloudy,83,91,19,0,38,75,76,5,29.98,13-07-2023 10:03,KSUA
13/07/2023, 11:00 pm,Partly Cloudy,82,88,14,0,40,74,78,4,29.99,13-07-2023 10:03,KSUA
14/07/2023, 12:00 am,Partly Cloudy,81,88,14,0,35,75,81,2,29.99,13-07-2023 10:03,KSUA
14/07/2023, 1:00 am,Mostly Clear,80,87,13,0,22,74,81,2,29.98,13-07-2023 10:03,KSUA
14/07/2023, 2:00 am,Mostly Clear,80,86,12,0,21,74,81,2,29.97,13-07-2023 10:03,KSUA
14/07/2023, 3:00 am,Mostly Clear,80,86,12,0,20,74,82,2,29.96,13-07-2023 10:03,KSUA
14/07/2023, 4:00 am,Mostly Clear,79,85,12,0,22,73,83,2,29.96,13-07-2023 10:03,KSUA
14/07/2023, 5:00 am,Partly Cloudy,79,85,10,0,31,73,83,2,29.96,13-07-2023 10:03,KSUA
14/07/2023, 6:00 am,Partly Cloudy,78,84,10,0,40,73,84,2,29.97,13-07-2023 10:03,KSUA
14/07/2023, 7:00 am,Partly Cloudy,79,84,12,0,38,73,83,2,29.98,13-07-2023 10:03,KSUA
14/07/2023, 8:00 am,Partly Cloudy,81,87,11,0,42,74,80,3,29.99,13-07-2023 10:03,KSUA
14/07/2023, 9:00 am,Partly Cloudy,84,91,15,0,37,73,70,4,30.00,13-07-2023 10:03,KSUA
14/07/2023, 10:00 am,Partly Cloudy,86,95,21,0,44,74,67,6,30.00,13-07-2023 10:03,KSUA
14/07/2023, 11:00 am,Partly Cloudy,88,97,24,0,39,74,63,7,30.01,13-07-2023 10:03,KSUA
14/07/2023, 12:00 pm,Partly Cloudy,89,99,24,0,36,74,61,8,30.01,13-07-2023 10:03,KSUA
14/07/2023, 1:00 pm,Isolated Thunderstorms,90,100,32,0.01,42,74,59,9,30.00,13-07-2023 10:03,KSUA
14/07/2023, 2:00 pm,Thunderstorms,89,98,61,0.07,75,74,62,11,29.99,13-07-2023 10:03,KSUA
14/07/2023, 3:00 pm,Scattered Thunderstorms,89,99,56,0.02,50,75,64,10,29.98,13-07-2023 10:03,KSUA
14/07/2023, 4:00 pm,Scattered Thunderstorms,88,98,36,0.01,50,75,66,11,29.97,13-07-2023 10:03,KSUA
14/07/2023, 5:00 pm,Isolated Thunderstorms,88,98,31,0.01,35,75,65,10,29.96,13-07-2023 10:03,KSUA
14/07/2023, 6:00 pm,Partly Cloudy,88,97,24,0,44,74,64,11,29.96,13-07-2023 10:03,KSUA
14/07/2023, 7:00 pm,Partly Cloudy,85,93,21,0,34,74,69,10,29.96,13-07-2023 10:03,KSUA
14/07/2023, 8:00 pm,Partly Cloudy,84,92,24,0,49,74,72,6,29.97,13-07-2023 10:03,KSUA
14/07/2023, 9:00 pm,Partly Cloudy,84,91,24,0,43,74,73,6,29.98,13-07-2023 10:03,KSUA
14/07/2023, 10:00 pm,Partly Cloudy,83,90,24,0,46,74,75,5,30.00,13-07-2023 10:03,KSUA
14/07/2023, 11:00 pm,Partly Cloudy,82,90,24,0,44,75,77,4,30.01,13-07-2023 10:03,KSUA
13/07/2023, 10:00 am,Mostly Sunny,87,104,15,0,20,81,84,6,30.01,13-07-2023 10:03,KOBE
13/07/2023, 11:00 am,Mostly Sunny,89,105,15,0,20,80,75,5,30.01,13-07-2023 10:03,KOBE
13/07/2023, 12:00 pm,Partly Cloudy,90,107,15,0,30,79,69,5,30.00,13-07-2023 10:03,KOBE
13/07/2023, 1:00 pm,Partly Cloudy,91,105,15,0,58,77,65,4,29.99,13-07-2023 10:03,KOBE
13/07/2023, 2:00 pm,Mostly Cloudy,91,106,17,0,62,77,63,4,29.97,13-07-2023 10:03,KOBE
13/07/2023, 3:00 pm,Mostly Cloudy,91,105,18,0,67,76,62,5,29.96,13-07-2023 10:03,KOBE
13/07/2023, 4:00 pm,Mostly Cloudy,92,106,24,0,69,76,60,5,29.94,13-07-2023 10:03,KOBE
13/07/2023, 5:00 pm,Scattered Thunderstorms,89,101,52,0.03,74,77,68,6,29.93,13-07-2023 10:03,KOBE
13/07/2023, 6:00 pm,Scattered Thunderstorms,88,98,42,0.02,72,75,67,5,29.93,13-07-2023 10:03,KOBE
13/07/2023, 7:00 pm,Scattered Thunderstorms,85,96,48,0.09,69,77,78,5,29.95,13-07-2023 10:03,KOBE
13/07/2023, 8:00 pm,Scattered Thunderstorms,82,91,52,0.02,67,78,88,5,29.96,13-07-2023 10:03,KOBE
13/07/2023, 9:00 pm,Scattered Thunderstorms,80,89,47,0.02,64,78,94,5,29.98,13-07-2023 10:03,KOBE
13/07/2023, 10:00 pm,Scattered Thunderstorms,79,88,36,0,50,78,97,5,29.98,13-07-2023 10:03,KOBE
13/07/2023, 11:00 pm,Partly Cloudy,78,86,15,0,49,78,98,4,29.99,13-07-2023 10:03,KOBE
14/07/2023, 12:00 am,Partly Cloudy,78,85,12,0,57,77,100,2,29.99,13-07-2023 10:03,KOBE
14/07/2023, 1:00 am,Partly Cloudy,77,85,11,0,32,77,100,1,29.98,13-07-2023 10:03,KOBE
14/07/2023, 2:00 am,Partly Cloudy,77,84,8,0,35,77,100,0,29.97,13-07-2023 10:03,KOBE
14/07/2023, 3:00 am,Partly Cloudy,77,83,8,0,35,77,100,0,29.96,13-07-2023 10:03,KOBE
14/07/2023, 4:00 am,Partly Cloudy,77,83,8,0,32,77,100,0,29.96,13-07-2023 10:03,KOBE
14/07/2023, 5:00 am,Partly Cloudy,76,82,8,0,35,76,99,0,29.96,13-07-2023 10:03,KOBE
14/07/2023, 6:00 am,Partly Cloudy,76,82,8,0,43,75,98,1,29.96,13-07-2023 10:03,KOBE
14/07/2023, 7:00 am,Partly Cloudy,76,82,8,0,45,75,98,0,29.98,13-07-2023 10:03,KOBE
14/07/2023, 8:00 am,Partly Cloudy,78,86,24,0,44,78,98,1,29.99,13-07-2023 10:03,KOBE
14/07/2023, 9:00 am,Partly Cloudy,82,94,24,0,48,79,89,2,30.00,13-07-2023 10:03,KOBE
14/07/2023, 10:00 am,Partly Cloudy,86,98,23,0,34,79,80,4,30.00,13-07-2023 10:03,KOBE
14/07/2023, 11:00 am,Scattered Thunderstorms,87,101,36,0.03,50,78,74,4,30.01,13-07-2023 10:03,KOBE
14/07/2023, 12:00 pm,Scattered Thunderstorms,89,103,35,0.02,50,78,68,5,30.01,13-07-2023 10:03,KOBE
14/07/2023, 1:00 pm,Scattered Thunderstorms,89,103,40,0.02,50,77,68,5,30.00,13-07-2023 10:03,KOBE
14/07/2023, 2:00 pm,Scattered Thunderstorms,90,104,50,0.02,50,77,66,4,29.98,13-07-2023 10:03,KOBE
14/07/2023, 3:00 pm,Scattered Thunderstorms,91,105,44,0.02,50,77,64,4,29.97,13-07-2023 10:03,KOBE
14/07/2023, 4:00 pm,Scattered Thunderstorms,91,105,39,0.02,53,77,63,6,29.96,13-07-2023 10:03,KOBE
14/07/2023, 5:00 pm,Scattered Thunderstorms,87,99,48,0.11,59,77,71,7,29.94,13-07-2023 10:03,KOBE
14/07/2023, 6:00 pm,Isolated Thunderstorms,86,97,34,0.01,52,76,72,6,29.95,13-07-2023 10:03,KOBE
14/07/2023, 7:00 pm,Isolated Thunderstorms,85,96,32,0.01,49,77,76,4,29.95,13-07-2023 10:03,KOBE
14/07/2023, 8:00 pm,Scattered Thunderstorms,82,92,48,0.01,50,78,87,4,29.96,13-07-2023 10:03,KOBE
14/07/2023, 9:00 pm,Thunderstorms,80,89,61,0.20,75,78,93,3,29.98,13-07-2023 10:03,KOBE
14/07/2023, 10:00 pm,Scattered Thunderstorms,79,88,53,0.02,50,78,94,3,30.00,13-07-2023 10:03,KOBE
14/07/2023, 11:00 pm,Scattered Thunderstorms,79,88,43,0.02,50,78,97,3,30.01,13-07-2023 10:03,KOBE
13/07/2023, 11:00 am,Partly Cloudy,91,102,15,0,52,74,57,4,30.02,13-07-2023 10:03,KSRQ
13/07/2023, 12:00 pm,Partly Cloudy,93,104,15,0,57,74,54,6,30.01,13-07-2023 10:03,KSRQ
13/07/2023, 1:00 pm,Mostly Cloudy,93,104,15,0,60,74,55,7,30.00,13-07-2023 10:03,KSRQ
13/07/2023, 2:00 pm,Mostly Cloudy,93,103,15,0,64,73,54,9,29.98,13-07-2023 10:03,KSRQ
13/07/2023, 3:00 pm,Mostly Cloudy,93,104,15,0,66,74,54,11,29.97,13-07-2023 10:03,KSRQ
13/07/2023, 4:00 pm,Mostly Cloudy,93,104,15,0,62,74,55,11,29.95,13-07-2023 10:03,KSRQ
13/07/2023, 5:00 pm,Partly Cloudy,92,103,15,0,59,74,55,12,29.94,13-07-2023 10:03,KSRQ
13/07/2023, 6:00 pm,Partly Cloudy,91,101,7,0,45,74,58,11,29.94,13-07-2023 10:03,KSRQ
13/07/2023, 7:00 pm,Partly Cloudy,89,100,8,0,43,74,62,11,29.94,13-07-2023 10:03,KSRQ
13/07/2023, 8:00 pm,Partly Cloudy,87,97,14,0,45,74,65,8,29.95,13-07-2023 10:03,KSRQ
13/07/2023, 9:00 pm,Partly Cloudy,86,94,15,0,42,74,69,7,29.96,13-07-2023 10:03,KSRQ
13/07/2023, 10:00 pm,Partly Cloudy,84,92,15,0,43,75,73,5,29.97,13-07-2023 10:03,KSRQ
13/07/2023, 11:00 pm,Partly Cloudy,83,91,7,0,42,75,75,4,29.98,13-07-2023 10:03,KSRQ
14/07/2023, 12:00 am,Partly Cloudy,82,90,7,0,48,75,78,4,29.98,13-07-2023 10:03,KSRQ
14/07/2023, 1:00 am,Partly Cloudy,81,89,11,0,43,75,81,3,29.97,13-07-2023 10:03,KSRQ
14/07/2023, 2:00 am,Partly Cloudy,81,88,8,0,40,75,82,3,29.96,13-07-2023 10:03,KSRQ
14/07/2023, 3:00 am,Partly Cloudy,80,87,8,0,36,75,84,3,29.95,13-07-2023 10:03,KSRQ
14/07/2023, 4:00 am,Partly Cloudy,80,87,9,0,31,75,85,3,29.95,13-07-2023 10:03,KSRQ
14/07/2023, 5:00 am,Mostly Clear,79,86,7,0,28,75,86,3,29.95,13-07-2023 10:03,KSRQ
14/07/2023, 6:00 am,Mostly Clear,79,85,7,0,25,74,87,3,29.96,13-07-2023 10:03,KSRQ
14/07/2023, 7:00 am,Partly Cloudy,79,85,10,0,36,75,87,3,29.97,13-07-2023 10:03,KSRQ
14/07/2023, 8:00 am,Partly Cloudy,81,88,14,0,40,75,84,4,29.98,13-07-2023 10:03,KSRQ
14/07/2023, 9:00 am,Partly Cloudy,84,93,7,0,32,75,74,4,29.99,13-07-2023 10:03,KSRQ
14/07/2023, 10:00 am,Partly Cloudy,88,98,4,0,32,76,67,4,30.00,13-07-2023 10:03,KSRQ
14/07/2023, 11:00 am,Mostly Sunny,90,101,15,0,23,75,61,4,30.00,13-07-2023 10:03,KSRQ
14/07/2023, 12:00 pm,Mostly Sunny,92,103,18,0,29,75,57,5,30.00,13-07-2023 10:03,KSRQ
14/07/2023, 1:00 pm,Partly Cloudy,93,104,24,0,53,74,54,7,29.99,13-07-2023 10:03,KSRQ
14/07/2023, 2:00 pm,Scattered Thunderstorms,93,104,35,0.01,50,74,54,9,29.98,13-07-2023 10:03,KSRQ
14/07/2023, 3:00 pm,Partly Cloudy,92,104,24,0,58,74,56,10,29.97,13-07-2023 10:03,KSRQ
14/07/2023, 4:00 pm,Partly Cloudy,92,104,22,0,57,74,57,10,29.95,13-07-2023 10:03,KSRQ
14/07/2023, 5:00 pm,Mostly Cloudy,91,103,24,0,62,75,59,10,29.94,13-07-2023 10:03,KSRQ
14/07/2023, 6:00 pm,Isolated Thunderstorms,90,100,34,0.01,58,74,61,8,29.94,13-07-2023 10:03,KSRQ
14/07/2023, 7:00 pm,Mostly Cloudy,88,98,24,0,73,74,63,7,29.94,13-07-2023 10:03,KSRQ
14/07/2023, 8:00 pm,Mostly Cloudy,87,96,24,0,62,74,66,7,29.95,13-07-2023 10:03,KSRQ
14/07/2023, 9:00 pm,Partly Cloudy,85,93,24,0,59,74,71,5,29.97,13-07-2023 10:03,KSRQ
14/07/2023, 10:00 pm,Mostly Cloudy,83,91,20,0,62,74,75,4,29.98,13-07-2023 10:03,KSRQ
14/07/2023, 11:00 pm,Mostly Cloudy,83,90,9,0,60,75,77,3,29.99,13-07-2023 10:03,KSRQ
13/07/2023, 10:00 am,Mostly Sunny,89,102,11,0,23,77,69,5,30.01,13-07-2023 10:03,KFPR
13/07/2023, 11:00 am,Mostly Sunny,90,103,12,0,22,77,65,5,30.01,13-07-2023 10:03,KFPR
13/07/2023, 12:00 pm,Partly Cloudy,91,104,12,0,30,76,63,5,30.00,13-07-2023 10:03,KFPR
13/07/2023, 1:00 pm,Partly Cloudy,89,101,17,0,50,76,67,6,29.99,13-07-2023 10:03,KFPR
13/07/2023, 2:00 pm,Partly Cloudy,88,100,24,0,54,76,67,8,29.98,13-07-2023 10:03,KFPR
13/07/2023, 3:00 pm,Scattered Thunderstorms,88,100,47,0,60,76,68,9,29.97,13-07-2023 10:03,KFPR
13/07/2023, 4:00 pm,Scattered Thunderstorms,85,94,53,0.01,64,76,75,9,29.96,13-07-2023 10:03,KFPR
13/07/2023, 5:00 pm,Scattered Thunderstorms,86,97,43,0.02,68,76,72,7,29.95,13-07-2023 10:03,KFPR
13/07/2023, 6:00 pm,Isolated Thunderstorms,86,96,30,0.01,57,76,73,8,29.95,13-07-2023 10:03,KFPR
13/07/2023, 7:00 pm,Scattered Thunderstorms,85,95,36,0.01,50,76,75,8,29.95,13-07-2023 10:03,KFPR
13/07/2023, 8:00 pm,Partly Cloudy,83,93,24,0,43,76,79,8,29.96,13-07-2023 10:03,KFPR
13/07/2023, 9:00 pm,Isolated Thunderstorms,83,92,32,0.01,35,76,80,5,29.97,13-07-2023 10:03,KFPR
13/07/2023, 10:00 pm,Isolated Thunderstorms,82,90,30,0.01,42,76,84,4,29.98,13-07-2023 10:03,KFPR
13/07/2023, 11:00 pm,Partly Cloudy,79,86,12,0,46,76,90,5,29.99,13-07-2023 10:03,KFPR
14/07/2023, 12:00 am,Partly Cloudy,78,85,9,0,37,75,90,3,29.99,13-07-2023 10:03,KFPR
14/07/2023, 1:00 am,Partly Cloudy,78,85,9,0,30,75,91,2,29.98,13-07-2023 10:03,KFPR
14/07/2023, 2:00 am,Mostly Clear,78,84,10,0,26,75,92,2,29.97,13-07-2023 10:03,KFPR
14/07/2023, 3:00 am,Mostly Clear,77,83,10,0,21,75,93,2,29.96,13-07-2023 10:03,KFPR
14/07/2023, 4:00 am,Partly Cloudy,77,83,10,0,33,75,94,1,29.96,13-07-2023 10:03,KFPR
14/07/2023, 5:00 am,Partly Cloudy,77,82,10,0,37,75,94,1,29.96,13-07-2023 10:03,KFPR
14/07/2023, 6:00 am,Partly Cloudy,76,82,10,0,40,75,95,1,29.97,13-07-2023 10:03,KFPR
14/07/2023, 7:00 am,Partly Cloudy,76,82,10,0,39,74,94,0,29.98,13-07-2023 10:03,KFPR
14/07/2023, 8:00 am,Partly Cloudy,79,86,15,0,44,76,90,1,29.99,13-07-2023 10:03,KFPR
14/07/2023, 9:00 am,Partly Cloudy,83,91,12,0,44,76,79,3,30.00,13-07-2023 10:03,KFPR
14/07/2023, 10:00 am,Partly Cloudy,85,95,12,0,41,75,72,5,30.00,13-07-2023 10:03,KFPR
14/07/2023, 11:00 am,Partly Cloudy,88,98,18,0,41,75,66,5,30.01,13-07-2023 10:03,KFPR
14/07/2023, 12:00 pm,Isolated Thunderstorms,89,100,32,0.02,38,75,64,6,30.01,13-07-2023 10:03,KFPR
14/07/2023, 1:00 pm,Isolated Thunderstorms,89,100,31,0.02,45,75,63,7,30.00,13-07-2023 10:03,KFPR
14/07/2023, 2:00 pm,Scattered Thunderstorms,89,100,56,0.04,50,75,65,9,29.99,13-07-2023 10:03,KFPR
14/07/2023, 3:00 pm,Scattered Thunderstorms,88,100,49,0.02,50,76,67,9,29.98,13-07-2023 10:03,KFPR
14/07/2023, 4:00 pm,Isolated Thunderstorms,88,99,30,0.01,45,76,69,9,29.97,13-07-2023 10:03,KFPR
14/07/2023, 5:00 pm,Isolated Thunderstorms,87,98,30,0.01,43,76,69,9,29.96,13-07-2023 10:03,KFPR
14/07/2023, 6:00 pm,Partly Cloudy,87,97,23,0,54,76,71,10,29.95,13-07-2023 10:03,KFPR
14/07/2023, 7:00 pm,Partly Cloudy,85,94,24,0,44,76,74,9,29.96,13-07-2023 10:03,KFPR
14/07/2023, 8:00 pm,Partly Cloudy,83,91,24,0,57,76,79,8,29.97,13-07-2023 10:03,KFPR
14/07/2023, 9:00 pm,Partly Cloudy,82,90,24,0,55,75,81,5,29.98,13-07-2023 10:03,KFPR
14/07/2023, 10:00 pm,Partly Cloudy,81,89,24,0,50,76,84,4,30.00,13-07-2023 10:03,KFPR
14/07/2023, 11:00 pm,Partly Cloudy,81,88,20,0,45,76,85,4,30.01,13-07-2023 10:03,KFPR
13/07/2023, 10:00 am,Partly Cloudy,88,100,15,0,38,77,70,6,30.01,13-07-2023 10:03,KVRB
13/07/2023, 11:00 am,Partly Cloudy,89,101,15,0,38,76,65,5,30.01,13-07-2023 10:03,KVRB
13/07/2023, 12:00 pm,Partly Cloudy,91,103,15,0,45,76,62,6,30.01,13-07-2023 10:03,KVRB
13/07/2023, 1:00 pm,Mostly Cloudy,90,102,16,0,62,76,64,7,29.99,13-07-2023 10:03,KVRB
13/07/2023, 2:00 pm,Mostly Cloudy,89,101,18,0,65,76,65,8,29.98,13-07-2023 10:03,KVRB
13/07/2023, 3:00 pm,Scattered Thunderstorms,89,101,45,0.08,65,76,65,9,29.97,13-07-2023 10:03,KVRB
13/07/2023, 4:00 pm,Scattered Thunderstorms,85,95,53,0.01,63,76,74,10,29.95,13-07-2023 10:03,KVRB
13/07/2023, 5:00 pm,Mostly Cloudy,87,98,24,0,61,75,68,8,29.95,13-07-2023 10:03,KVRB
13/07/2023, 6:00 pm,Isolated Thunderstorms,87,97,30,0.01,53,75,69,8,29.94,13-07-2023 10:03,KVRB
13/07/2023, 7:00 pm,Isolated Thunderstorms,85,94,32,0.01,42,75,72,9,29.95,13-07-2023 10:03,KVRB
13/07/2023, 8:00 pm,Partly Cloudy,84,92,24,0,34,75,76,9,29.96,13-07-2023 10:03,KVRB
13/07/2023, 9:00 pm,Isolated Thunderstorms,83,91,32,0.01,35,76,80,6,29.97,13-07-2023 10:03,KVRB
13/07/2023, 10:00 pm,Partly Cloudy,81,89,24,0,46,76,84,8,29.98,13-07-2023 10:03,KVRB
13/07/2023, 11:00 pm,Partly Cloudy,80,87,10,0,39,76,86,6,29.99,13-07-2023 10:03,KVRB
14/07/2023, 12:00 am,Partly Cloudy,79,85,10,0,32,75,89,5,29.98,13-07-2023 10:03,KVRB
14/07/2023, 1:00 am,Mostly Clear,78,84,9,0,29,75,89,4,29.98,13-07-2023 10:03,KVRB
14/07/2023, 2:00 am,Mostly Clear,78,84,10,0,24,75,89,4,29.97,13-07-2023 10:03,KVRB
14/07/2023, 3:00 am,Partly Cloudy,78,84,10,0,33,75,89,3,29.96,13-07-2023 10:03,KVRB
14/07/2023, 4:00 am,Partly Cloudy,78,83,10,0,32,74,89,3,29.96,13-07-2023 10:03,KVRB
14/07/2023, 5:00 am,Partly Cloudy,77,83,10,0,30,74,89,2,29.96,13-07-2023 10:03,KVRB
14/07/2023, 6:00 am,Partly Cloudy,77,82,13,0,38,74,91,2,29.97,13-07-2023 10:03,KVRB
14/07/2023, 7:00 am,Partly Cloudy,76,82,13,0,39,74,91,2,29.98,13-07-2023 10:03,KVRB
14/07/2023, 8:00 am,Partly Cloudy,80,86,12,0,48,75,87,2,29.99,13-07-2023 10:03,KVRB
14/07/2023, 9:00 am,Partly Cloudy,83,91,13,0,44,75,77,3,30.00,13-07-2023 10:03,KVRB
14/07/2023, 10:00 am,Partly Cloudy,86,95,12,0,43,75,69,5,30.01,13-07-2023 10:03,KVRB
14/07/2023, 11:00 am,Partly Cloudy,88,98,21,0,43,75,64,5,30.01,13-07-2023 10:03,KVRB
14/07/2023, 12:00 pm,Isolated Thunderstorms,90,101,32,0.01,43,75,60,7,30.01,13-07-2023 10:03,KVRB
14/07/2023, 1:00 pm,Isolated Thunderstorms,90,101,33,0.01,43,75,61,8,30.00,13-07-2023 10:03,KVRB
14/07/2023, 2:00 pm,Scattered Thunderstorms,90,101,51,0.03,50,75,62,9,29.99,13-07-2023 10:03,KVRB
14/07/2023, 3:00 pm,Scattered Thunderstorms,89,100,41,0.03,50,75,63,10,29.98,13-07-2023 10:03,KVRB
14/07/2023, 4:00 pm,Scattered Thunderstorms,88,99,37,0.02,50,75,66,12,29.97,13-07-2023 10:03,KVRB
14/07/2023, 5:00 pm,Partly Cloudy,88,99,24,0,49,75,66,10,29.96,13-07-2023 10:03,KVRB
14/07/2023, 6:00 pm,Partly Cloudy,87,97,24,0,54,75,66,10,29.95,13-07-2023 10:03,KVRB
14/07/2023, 7:00 pm,Partly Cloudy,85,94,24,0,43,75,72,10,29.96,13-07-2023 10:03,KVRB
14/07/2023, 8:00 pm,Partly Cloudy,83,91,24,0,49,75,77,9,29.97,13-07-2023 10:03,KVRB
14/07/2023, 9:00 pm,Scattered Thunderstorms,82,90,35,0.01,50,75,79,6,29.98,13-07-2023 10:03,KVRB
14/07/2023, 10:00 pm,Isolated Thunderstorms,82,90,30,0,35,75,80,6,30.00,13-07-2023 10:03,KVRB
14/07/2023, 11:00 pm,Partly Cloudy,81,89,16,0,44,75,82,6,30.01,13-07-2023 10:03,KVRB
13/07/2023, 11:00 am,Partly Cloudy,85,95,15,0,46,76,73,3,30.01,13-07-2023 10:03,KMLB
13/07/2023, 12:00 pm,Partly Cloudy,87,98,15,0,50,76,69,4,30.00,13-07-2023 10:03,KMLB
13/07/2023, 1:00 pm,Mostly Cloudy,88,99,24,0,62,76,68,6,29.99,13-07-2023 10:03,KMLB
13/07/2023, 2:00 pm,Scattered Thunderstorms,89,101,35,0.01,63,76,65,8,29.98,13-07-2023 10:03,KMLB
13/07/2023, 3:00 pm,Isolated Thunderstorms,90,102,34,0,56,76,65,10,29.96,13-07-2023 10:03,KMLB
13/07/2023, 4:00 pm,Partly Cloudy,89,101,24,0,59,76,67,9,29.95,13-07-2023 10:03,KMLB
13/07/2023, 5:00 pm,Partly Cloudy,87,99,24,0,56,77,72,9,29.94,13-07-2023 10:03,KMLB
